seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
106,measure,survey-clear,616.46,756.23,15,no_signal,,1800.096,5830.48
107,measure,survey-clear,616.46,756.23,17,no_signal,,1806.096,5830.48
108,measure,survey-clear,616.46,756.23,18,direction,156.52,1812.096,5830.48
109,measure,survey-clear,616.46,756.23,19,no_signal,,1818.096,5830.48
110,measure,survey-clear,616.46,756.23,20,direction,335.09,1824.096,5830.48
111,clear,survey-clear,-420.07,971.24,1,success,,2040.814,6889.07
112,clear,survey-clear,-380.30,1186.52,12,success,,2089.599,7108.00
113,clear,survey-clear,35.09,1009.22,18,success,,2184.929,7559.64
114,measure,survey-clear,-364.22,1186.82,8,direction,36.27,2278.333,7996.67
115,measure,survey-clear,-364.22,1186.82,11,no_signal,,2284.333,7996.67
116,measure,survey-clear,-364.22,1186.82,15,no_signal,,2290.333,7996.67
117,measure,survey-clear,-364.22,1186.82,17,no_signal,,2296.333,7996.67
118,measure,survey-clear,-364.22,1186.82,19,no_signal,,2302.333,7996.67
119,clear,survey-clear,-308.14,546.37,13,success,,2435.915,8639.57
120,clear,survey-clear,291.05,1668.11,8,success,,2695.263,9911.31
121,clear,survey-clear,1398.76,926.51,4,success,,2966.872,11244.36
122,clear,survey-clear,1196.61,518.53,3,no_target_in_range,,3060.936,11699.68
123,measure,refine,1196.61,518.53,3,direction,243.45,3066.936,11699.68
124,clear,refine,1188.19,502.40,3,success,,3075.574,11717.87
125,clear,refine,1550.88,322.80,20,no_target_in_range,,3159.518,12122.59
126,measure,refine,1550.88,322.80,20,direction,21.09,3165.518,12122.59
127,clear,refine,1562.72,327.13,20,success,,3173.039,12135.20
128,clear,refine,1243.42,-1239.29,10,success,,3497.764,13733.82
129,clear,refine,649.10,-1217.51,6,success,,3621.708,14328.54
130,clear,refine,321.51,-1448.32,5,success,,3706.856,14729.28
131,clear,refine,-437.91,-1457.62,7,success,,3863.751,15488.75
