seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
39,measure,survey,-1200.00,0.00,20,direction,312.60,479.000,1200.00
40,clear,survey-clear,-891.32,583.98,1,success,,616.109,1860.55
41,clear,survey-clear,-773.83,377.10,10,success,,668.693,2098.47
42,measure,survey-clear,-600.00,1039.23,2,no_signal,,811.608,2783.04
43,measure,survey-clear,-600.00,1039.23,3,no_signal,,817.608,2783.04
44,measure,survey-clear,-600.00,1039.23,4,no_signal,,823.608,2783.04
45,measure,survey-clear,-600.00,1039.23,5,no_signal,,829.608,2783.04
46,measure,survey-clear,-600.00,1039.23,6,no_signal,,835.608,2783.04
47,measure,survey-clear,-600.00,1039.23,7,no_signal,,841.608,2783.04
48,measure,survey-clear,-600.00,1039.23,8,no_signal,,847.608,2783.04
49,measure,survey-clear,-600.00,1039.23,9,no_signal,,853.608,2783.04
50,measure,survey-clear,-600.00,1039.23,11,direction,269.35,859.608,2783.04
51,measure,survey-clear,-600.00,1039.23,13,no_signal,,865.608,2783.04
52,measure,survey-clear,-600.00,1039.23,14,direction,181.23,871.608,2783.04
53,measure,survey-clear,-600.00,1039.23,15,no_signal,,877.608,2783.04
54,measure,survey-clear,-600.00,1039.23,16,no_signal,,883.608,2783.04
55,measure,survey-clear,-600.00,1039.23,17,no_signal,,889.608,2783.04
56,measure,survey-clear,-600.00,1039.23,18,no_signal,,895.608,2783.04
57,measure,survey-clear,-600.00,1039.23,19,direction,188.67,901.608,2783.04
58,measure,survey-clear,600.00,1039.23,2,no_signal,,1147.608,3983.04
59,measure,survey-clear,600.00,1039.23,3,direction,350.09,1153.608,3983.04
60,measure,survey-clear,600.00,1039.23,4,no_signal,,1159.608,3983.04
61,measure,survey-clear,600.00,1039.23,5,no_signal,,1165.608,3983.04
62,measure,survey-clear,600.00,1039.23,6,no_signal,,1171.608,3983.04
63,measure,survey-clear,600.00,1039.23,7,no_signal,,1177.608,3983.04
64,measure,survey-clear,600.00,1039.23,8,no_signal,,1183.608,3983.04
65,measure,survey-clear,600.00,1039.23,9,no_signal,,1189.608,3983.04
66,measure,survey-clear,600.00,1039.23,13,no_signal,,1195.608,3983.04
67,measure,survey-clear,600.00,1039.23,15,no_signal,,1201.608,3983.04
68,measure,survey-clear,600.00,1039.23,16,direction,129.49,1207.608,3983.04
69,measure,survey-clear,600.00,1039.23,17,no_signal,,1213.608,3983.04
70,measure,survey-clear,1200.00,0.00,2,no_signal,,1459.608,5183.04
71,measure,survey-clear,1200.00,0.00,3,direction,85.02,1465.608,5183.04
72,measure,survey-clear,1200.00,0.00,4,no_signal,,1471.608,5183.04
73,measure,survey-clear,1200.00,0.00,5,no_signal,,1477.608,5183.04
74,measure,survey-clear,1200.00,0.00,6,no_signal,,1483.608,5183.04
75,measure,survey-clear,1200.00,0.00,7,no_signal,,1489.608,5183.04
76,measure,survey-clear,1200.00,0.00,8,direction,294.95,1495.608,5183.04
77,measure,survey-clear,1200.00,0.00,9,direction,260.63,1501.608,5183.04
78,measure,survey-clear,1200.00,0.00,13,no_signal,,1507.608,5183.04
79,measure,survey-clear,1200.00,0.00,15,direction,246.63,1513.608,5183.04
80,measure,survey-clear,1200.00,0.00,16,no_signal,,1519.608,5183.04
81,measure,survey-clear,1200.00,0.00,17,no_signal,,1525.608,5183.04
82,clear,survey-clear,1327.26,-272.15,8,no_target_in_range,,1588.695,5483.47
83,clear,survey-clear,1092.77,-652.89,9,no_target_in_range,,1681.125,5930.62
84,clear,survey-clear,684.06,-1196.06,15,success,,1822.079,6610.39
85,measure,survey-clear,600.00,-1039.23,2,direction,219.26,1863.666,6788.33
86,measure,survey-clear,600.00,-1039.23,4,direction,293.55,1869.666,6788.33
87,measure,survey-clear,600.00,-1039.23,5,no_signal,,1875.666,6788.33
88,measure,survey-clear,600.00,-1039.23,6,direction,291.64,1881.666,6788.33
89,measure,survey-clear,600.00,-1039.23,7,no_signal,,1887.666,6788.33
90,measure,survey-clear,600.00,-1039.23,8,direction,48.13,1893.666,6788.33
91,measure,survey-clear,600.00,-1039.23,9,direction,40.78,1899.666,6788.33
92,measure,survey-clear,600.00,-1039.23,12,no_signal,,1905.666,6788.33
93,measure,survey-clear,600.00,-1039.23,13,no_signal,,1911.666,6788.33
94,measure,survey-clear,600.00,-1039.23,17,no_signal,,1917.666,6788.33
95,measure,survey-clear,600.00,-1039.23,20,direction,170.36,1923.666,6788.33
96,clear,survey-clear,-402.20,-867.56,20,success,,2132.025,7805.13
97,measure,survey-clear,-600.00,-1039.23,2,direction,325.48,2190.406,8067.03
98,measure,survey-clear,-600.00,-1039.23,4,no_signal,,2196.406,8067.03
99,measure,survey-clear,-600.00,-1039.23,5,no_signal,,2202.406,8067.03
100,measure,survey-clear,-600.00,-1039.23,6,no_signal,,2208.406,8067.03
101,measure,survey-clear,-600.00,-1039.23,7,no_signal,,2214.406,8067.03
102,measure,survey-clear,-600.00,-1039.23,12,direction,91.22,2220.406,8067.03
103,measure,survey-clear,-600.00,-1039.23,13,no_signal,,2226.406,8067.03
104,measure,survey-clear,-600.00,-1039.23,17,no_signal,,2232.406,8067.03
105,measure,survey-clear,-600.00,-1039.23,18,direction,143.94,2238.406,8067.03
106,clear,survey-clear,51.60,-1487.04,2,success,,2401.536,8857.68
107,measure,refine,513.37,-1605.69,6,direction,79.14,2502.889,9334.44
108,clear,refine,614.55,-1076.79,6,success,,2615.587,9872.94
109,measure,refine,1005.45,-1395.44,4,direction,202.19,2722.452,10377.26
110,clear,refine,793.02,-1482.03,4,success,,2773.331,10606.65
111,clear,refine,1087.29,-630.29,9,success,,2958.559,11507.79
112,clear,refine,1314.03,-254.59,8,success,,3051.323,11946.61
113,clear,refine,1279.94,920.13,3,success,,3291.367,13121.83
114,clear,refine,473.46,1198.37,16,success,,3466.991,13974.96
115,clear,refine,-983.85,980.32,19,success,,3766.699,15448.50
116,clear,refine,-1081.89,1028.55,14,success,,3793.551,15557.75
117,clear,refine,-611.80,3.13,11,success,,4024.158,16685.79
118,clear,refine,-612.93,-492.52,12,success,,4128.289,17181.44
119,clear,refine,-1336.63,-502.52,18,success,,4278.043,17905.22
