seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
39,measure,survey,600.00,1039.23,20,no_signal,,479.000,1200.00
40,measure,survey,1200.00,0.00,1,no_signal,,725.000,2400.00
41,measure,survey,1200.00,0.00,3,no_signal,,731.000,2400.00
42,measure,survey,1200.00,0.00,4,direction,256.77,737.000,2400.00
43,measure,survey,1200.00,0.00,5,no_signal,,743.000,2400.00
44,measure,survey,1200.00,0.00,6,no_signal,,749.000,2400.00
45,measure,survey,1200.00,0.00,7,no_signal,,755.000,2400.00
46,measure,survey,1200.00,0.00,8,no_signal,,761.000,2400.00
47,measure,survey,1200.00,0.00,9,direction,196.79,767.000,2400.00
48,measure,survey,1200.00,0.00,11,no_signal,,773.000,2400.00
49,measure,survey,1200.00,0.00,12,no_signal,,779.000,2400.00
50,measure,survey,1200.00,0.00,13,direction,256.54,785.000,2400.00
51,measure,survey,1200.00,0.00,14,no_signal,,791.000,2400.00
52,measure,survey,1200.00,0.00,15,no_signal,,797.000,2400.00
53,measure,survey,1200.00,0.00,16,direction,120.95,803.000,2400.00
54,measure,survey,1200.00,0.00,17,direction,51.59,809.000,2400.00
55,measure,survey,1200.00,0.00,18,no_signal,,815.000,2400.00
56,measure,survey,1200.00,0.00,19,no_signal,,821.000,2400.00
57,measure,survey,1200.00,0.00,20,no_signal,,827.000,2400.00
58,clear,survey-clear,484.22,-207.05,9,success,,981.026,3145.13
59,clear,survey-clear,987.81,-889.21,13,success,,1155.607,3993.04
60,measure,survey-clear,600.00,-1039.23,1,direction,266.06,1244.769,4408.85
61,measure,survey-clear,600.00,-1039.23,3,no_signal,,1250.769,4408.85
62,measure,survey-clear,600.00,-1039.23,4,direction,333.03,1256.769,4408.85
63,measure,survey-clear,600.00,-1039.23,5,direction,144.40,1262.769,4408.85
64,measure,survey-clear,600.00,-1039.23,6,no_signal,,1268.769,4408.85
65,measure,survey-clear,600.00,-1039.23,8,no_signal,,1274.769,4408.85
66,measure,survey-clear,600.00,-1039.23,11,no_signal,,1280.769,4408.85
67,measure,survey-clear,600.00,-1039.23,12,no_signal,,1286.769,4408.85
68,measure,survey-clear,600.00,-1039.23,14,no_signal,,1292.769,4408.85
69,measure,survey-clear,600.00,-1039.23,15,no_signal,,1298.769,4408.85
70,measure,survey-clear,600.00,-1039.23,17,no_signal,,1304.769,4408.85
71,measure,survey-clear,600.00,-1039.23,18,no_signal,,1310.769,4408.85
72,measure,survey-clear,600.00,-1039.23,19,no_signal,,1316.769,4408.85
73,measure,survey-clear,600.00,-1039.23,20,no_signal,,1322.769,4408.85
74,measure,survey-clear,-600.00,-1039.23,1,direction,337.24,1568.769,5608.85
75,measure,survey-clear,-600.00,-1039.23,3,no_signal,,1574.769,5608.85
76,measure,survey-clear,-600.00,-1039.23,5,direction,75.31,1580.769,5608.85
77,measure,survey-clear,-600.00,-1039.23,6,no_signal,,1586.769,5608.85
78,measure,survey-clear,-600.00,-1039.23,8,no_signal,,1592.769,5608.85
79,measure,survey-clear,-600.00,-1039.23,11,no_signal,,1598.769,5608.85
80,measure,survey-clear,-600.00,-1039.23,12,no_signal,,1604.769,5608.85
81,measure,survey-clear,-600.00,-1039.23,14,no_signal,,1610.769,5608.85
82,measure,survey-clear,-600.00,-1039.23,15,no_signal,,1616.769,5608.85
83,measure,survey-clear,-600.00,-1039.23,18,no_signal,,1622.769,5608.85
84,measure,survey-clear,-600.00,-1039.23,19,no_signal,,1628.769,5608.85
85,measure,survey-clear,-600.00,-1039.23,20,no_signal,,1634.769,5608.85
86,clear,survey-clear,-410.12,-316.18,5,success,,1789.283,6356.42
87,measure,survey-clear,-1200.00,0.00,2,direction,39.32,1965.446,7207.23
88,measure,survey-clear,-1200.00,0.00,3,no_signal,,1971.446,7207.23
89,measure,survey-clear,-1200.00,0.00,6,no_signal,,1977.446,7207.23
90,measure,survey-clear,-1200.00,0.00,8,no_signal,,1983.446,7207.23
91,measure,survey-clear,-1200.00,0.00,10,no_signal,,1989.446,7207.23
92,measure,survey-clear,-1200.00,0.00,11,no_signal,,1995.446,7207.23
93,measure,survey-clear,-1200.00,0.00,12,no_signal,,2001.446,7207.23
94,measure,survey-clear,-1200.00,0.00,14,no_signal,,2007.446,7207.23
95,measure,survey-clear,-1200.00,0.00,15,direction,80.47,2013.446,7207.23
96,measure,survey-clear,-1200.00,0.00,18,no_signal,,2019.446,7207.23
97,measure,survey-clear,-1200.00,0.00,19,no_signal,,2025.446,7207.23
98,measure,survey-clear,-1200.00,0.00,20,no_signal,,2031.446,7207.23
99,clear,survey-clear,-295.59,722.26,2,success,,2267.930,8364.65
100,clear,survey-clear,-1090.91,652.81,15,success,,2432.600,9163.00
101,measure,survey-clear,-600.00,1039.23,3,no_signal,,2563.550,9787.75
102,measure,survey-clear,-600.00,1039.23,6,no_signal,,2569.550,9787.75
103,measure,survey-clear,-600.00,1039.23,7,direction,4.67,2575.550,9787.75
104,measure,survey-clear,-600.00,1039.23,8,no_signal,,2581.550,9787.75
105,measure,survey-clear,-600.00,1039.23,10,direction,45.90,2587.550,9787.75
106,measure,survey-clear,-600.00,1039.23,11,no_signal,,2593.550,9787.75
107,measure,survey-clear,-600.00,1039.23,12,no_signal,,2599.550,9787.75
108,measure,survey-clear,-600.00,1039.23,14,no_signal,,2605.550,9787.75
109,measure,survey-clear,-600.00,1039.23,16,no_signal,,2611.550,9787.75
110,measure,survey-clear,-600.00,1039.23,18,no_signal,,2617.550,9787.75
111,measure,survey-clear,-600.00,1039.23,19,no_signal,,2623.550,9787.75
112,measure,survey-clear,-600.00,1039.23,20,no_signal,,2629.550,9787.75
113,clear,survey-clear,-402.39,1250.16,10,success,,2692.357,10076.78
114,clear,survey-clear,549.55,1132.95,7,success,,2889.184,11035.92
115,clear,survey-clear,619.62,969.18,16,success,,2929.809,11214.04
116,measure,refine,1325.85,751.50,17,direction,303.47,3083.613,11953.06
117,clear,refine,1539.31,428.24,17,success,,3166.088,12340.44
118,clear,refine,917.76,-1201.39,4,success,,3519.916,14084.58
119,clear,refine,566.72,-1529.03,1,success,,3620.952,14564.76
