seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
76,clear,survey-clear,-987.34,107.02,15,success,,1381.895,4609.48
77,measure,survey-clear,-1200.00,0.00,1,no_signal,,1435.510,4847.55
78,measure,survey-clear,-1200.00,0.00,4,no_signal,,1441.510,4847.55
79,measure,survey-clear,-1200.00,0.00,5,no_signal,,1447.510,4847.55
80,measure,survey-clear,-1200.00,0.00,6,direction,221.72,1453.510,4847.55
81,measure,survey-clear,-1200.00,0.00,9,no_signal,,1459.510,4847.55
82,measure,survey-clear,-1200.00,0.00,10,no_signal,,1465.510,4847.55
83,measure,survey-clear,-1200.00,0.00,12,direction,355.34,1471.510,4847.55
84,measure,survey-clear,-1200.00,0.00,14,no_signal,,1477.510,4847.55
85,measure,survey-clear,-1200.00,0.00,16,no_signal,,1483.510,4847.55
86,measure,survey-clear,-1200.00,0.00,18,no_signal,,1489.510,4847.55
87,measure,survey-clear,-1200.00,0.00,19,no_signal,,1495.510,4847.55
88,measure,survey-clear,-1200.00,0.00,20,no_signal,,1501.510,4847.55
89,measure,survey-clear,-600.00,-1039.23,1,direction,24.24,1747.510,6047.55
90,measure,survey-clear,-600.00,-1039.23,4,no_signal,,1753.510,6047.55
91,measure,survey-clear,-600.00,-1039.23,5,no_signal,,1759.510,6047.55
92,measure,survey-clear,-600.00,-1039.23,6,direction,149.84,1765.510,6047.55
93,measure,survey-clear,-600.00,-1039.23,10,no_signal,,1771.510,6047.55
94,measure,survey-clear,-600.00,-1039.23,12,direction,59.94,1777.510,6047.55
95,measure,survey-clear,-600.00,-1039.23,13,direction,7.43,1783.510,6047.55
96,measure,survey-clear,-600.00,-1039.23,14,no_signal,,1789.510,6047.55
97,measure,survey-clear,-600.00,-1039.23,16,no_signal,,1795.510,6047.55
98,measure,survey-clear,-600.00,-1039.23,17,no_signal,,1801.510,6047.55
99,measure,survey-clear,-600.00,-1039.23,18,no_signal,,1807.510,6047.55
100,measure,survey-clear,-600.00,-1039.23,19,no_signal,,1813.510,6047.55
101,measure,survey-clear,-600.00,-1039.23,20,no_signal,,1819.510,6047.55
102,clear,survey-clear,208.26,-675.03,1,success,,2001.815,6934.07
103,clear,survey-clear,413.76,-904.48,13,success,,2068.419,7242.10
104,measure,survey-clear,600.00,-1039.23,4,direction,341.25,2120.394,7471.97
105,measure,survey-clear,600.00,-1039.23,5,no_signal,,2126.394,7471.97
106,measure,survey-clear,600.00,-1039.23,8,direction,357.72,2132.394,7471.97
107,measure,survey-clear,600.00,-1039.23,9,no_signal,,2138.394,7471.97
108,measure,survey-clear,600.00,-1039.23,10,no_signal,,2144.394,7471.97
109,measure,survey-clear,600.00,-1039.23,14,no_signal,,2150.394,7471.97
110,measure,survey-clear,600.00,-1039.23,16,no_signal,,2156.394,7471.97
111,measure,survey-clear,600.00,-1039.23,17,direction,101.55,2162.394,7471.97
112,measure,survey-clear,600.00,-1039.23,18,direction,319.25,2168.394,7471.97
113,measure,survey-clear,600.00,-1039.23,19,no_signal,,2174.394,7471.97
114,measure,survey-clear,600.00,-1039.23,20,no_signal,,2180.394,7471.97
115,measure,refine,1140.45,-1239.21,18,direction,185.76,2301.647,8048.24
116,clear,refine,864.47,-1266.82,18,success,,2362.120,8325.60
117,measure,refine,1266.80,-978.64,4,direction,260.26,2467.099,8820.50
118,clear,refine,1220.45,-1249.97,4,success,,2527.152,9095.76
119,clear,refine,1373.10,-1070.40,8,success,,2579.290,9331.45
120,clear,refine,734.41,-296.21,7,success,,2785.017,10335.08
121,measure,refine,1127.72,547.06,2,direction,109.79,2977.113,11265.56
122,clear,refine,966.59,994.26,2,success,,3077.181,11740.90
123,measure,refine,148.96,1551.18,3,direction,10.83,3281.038,12730.19
124,clear,refine,424.51,1603.70,3,success,,3342.139,13010.70
125,measure,refine,47.07,697.40,9,direction,24.10,3544.490,13992.45
126,clear,refine,532.57,914.88,9,success,,3655.887,14524.43
127,clear,refine,401.60,-69.67,17,success,,3859.532,15517.66
128,clear,refine,-46.22,-93.87,12,success,,3954.228,15966.14
129,clear,refine,-146.44,432.98,11,success,,4066.489,16502.45
130,clear,refine,-1669.60,-418.08,6,success,,4420.450,18247.25
