seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
96,measure,survey-clear,600.00,-1039.23,8,direction,285.97,1888.449,6547.25
97,measure,survey-clear,600.00,-1039.23,9,no_signal,,1894.449,6547.25
98,measure,survey-clear,600.00,-1039.23,10,direction,33.52,1900.449,6547.25
99,measure,survey-clear,600.00,-1039.23,12,direction,45.98,1906.449,6547.25
100,measure,survey-clear,600.00,-1039.23,13,no_signal,,1912.449,6547.25
101,measure,survey-clear,600.00,-1039.23,14,no_signal,,1918.449,6547.25
102,measure,survey-clear,600.00,-1039.23,15,no_signal,,1924.449,6547.25
103,measure,survey-clear,600.00,-1039.23,17,no_signal,,1930.449,6547.25
104,measure,survey-clear,600.00,-1039.23,20,no_signal,,1936.449,6547.25
105,clear,survey-clear,1099.02,113.53,2,success,,2192.675,7803.38
106,clear,survey-clear,691.19,-194.60,5,success,,2299.902,8314.51
107,measure,survey-clear,1200.00,0.00,3,no_signal,,2414.852,8859.26
108,measure,survey-clear,1200.00,0.00,4,no_signal,,2420.852,8859.26
109,measure,survey-clear,1200.00,0.00,6,no_signal,,2426.852,8859.26
110,measure,survey-clear,1200.00,0.00,7,no_signal,,2432.852,8859.26
111,measure,survey-clear,1200.00,0.00,8,no_signal,,2438.852,8859.26
112,measure,survey-clear,1200.00,0.00,9,no_signal,,2444.852,8859.26
113,measure,survey-clear,1200.00,0.00,10,direction,270.04,2450.852,8859.26
114,measure,survey-clear,1200.00,0.00,12,direction,291.03,2456.852,8859.26
115,measure,survey-clear,1200.00,0.00,13,no_signal,,2462.852,8859.26
116,measure,survey-clear,1200.00,0.00,14,direction,122.73,2468.852,8859.26
117,measure,survey-clear,1200.00,0.00,15,no_signal,,2474.852,8859.26
118,measure,survey-clear,1200.00,0.00,17,no_signal,,2480.852,8859.26
119,measure,survey-clear,1200.00,0.00,20,no_signal,,2486.852,8859.26
120,clear,survey-clear,1054.84,225.15,14,success,,2545.431,9127.15
121,clear,survey-clear,1314.66,-299.33,12,success,,2667.493,9712.46
122,clear,survey-clear,1200.06,-641.31,10,success,,2744.627,10073.13
123,measure,refine,1018.37,-1482.24,8,direction,166.29,2922.693,10933.47
124,clear,refine,705.03,-1405.60,8,success,,2992.208,11256.04
125,clear,refine,-1317.62,-301.96,19,success,,3458.039,13560.19
126,clear,refine,-1401.77,696.47,11,success,,3663.433,14562.17
127,clear,refine,-1451.66,784.80,18,success,,3688.721,14663.61
