seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
77,measure,survey-clear,918.80,771.88,4,direction,109.13,1502.500,5182.50
78,measure,survey-clear,918.80,771.88,5,no_signal,,1508.500,5182.50
79,measure,survey-clear,918.80,771.88,6,direction,230.96,1514.500,5182.50
80,measure,survey-clear,918.80,771.88,7,no_signal,,1520.500,5182.50
81,measure,survey-clear,918.80,771.88,8,no_signal,,1526.500,5182.50
82,measure,survey-clear,918.80,771.88,9,no_signal,,1532.500,5182.50
83,measure,survey-clear,918.80,771.88,10,no_signal,,1538.500,5182.50
84,measure,survey-clear,918.80,771.88,11,no_signal,,1544.500,5182.50
85,measure,survey-clear,918.80,771.88,12,no_signal,,1550.500,5182.50
86,measure,survey-clear,918.80,771.88,14,no_signal,,1556.500,5182.50
87,measure,survey-clear,918.80,771.88,15,no_signal,,1562.500,5182.50
88,measure,survey-clear,918.80,771.88,17,no_signal,,1568.500,5182.50
89,measure,survey-clear,918.80,771.88,18,direction,150.53,1574.500,5182.50
90,measure,survey-clear,918.80,771.88,19,no_signal,,1580.500,5182.50
91,measure,survey-clear,918.80,771.88,20,no_signal,,1586.500,5182.50
92,measure,survey-clear,-209.07,1181.65,1,direction,203.68,1832.500,6382.50
93,measure,survey-clear,-209.07,1181.65,4,direction,17.03,1838.500,6382.50
94,measure,survey-clear,-209.07,1181.65,5,direction,191.73,1844.500,6382.50
95,measure,survey-clear,-209.07,1181.65,7,no_signal,,1850.500,6382.50
96,measure,survey-clear,-209.07,1181.65,8,no_signal,,1856.500,6382.50
97,measure,survey-clear,-209.07,1181.65,9,no_signal,,1862.500,6382.50
98,measure,survey-clear,-209.07,1181.65,10,no_signal,,1868.500,6382.50
99,measure,survey-clear,-209.07,1181.65,11,no_signal,,1874.500,6382.50
100,measure,survey-clear,-209.07,1181.65,12,no_signal,,1880.500,6382.50
101,measure,survey-clear,-209.07,1181.65,14,no_signal,,1886.500,6382.50
102,measure,survey-clear,-209.07,1181.65,15,no_signal,,1892.500,6382.50
103,measure,survey-clear,-209.07,1181.65,17,no_signal,,1898.500,6382.50
104,measure,survey-clear,-209.07,1181.65,18,direction,117.45,1904.500,6382.50
105,measure,survey-clear,-209.07,1181.65,19,direction,249.38,1910.500,6382.50
106,measure,survey-clear,-209.07,1181.65,20,no_signal,,1916.500,6382.50
107,clear,survey-clear,-1060.73,808.83,1,success,,2107.437,7312.18
108,clear,survey-clear,-532.88,309.81,19,success,,2257.714,8038.57
109,measure,survey-clear,-1127.87,409.76,5,direction,76.63,2384.380,8641.90
110,measure,survey-clear,-1127.87,409.76,7,no_signal,,2390.380,8641.90
111,measure,survey-clear,-1127.87,409.76,8,no_signal,,2396.380,8641.90
112,measure,survey-clear,-1127.87,409.76,9,direction,128.76,2402.380,8641.90
113,measure,survey-clear,-1127.87,409.76,10,direction,185.96,2408.380,8641.90
114,measure,survey-clear,-1127.87,409.76,11,no_signal,,2414.380,8641.90
115,measure,survey-clear,-1127.87,409.76,12,no_signal,,2420.380,8641.90
116,measure,survey-clear,-1127.87,409.76,14,no_signal,,2426.380,8641.90
117,measure,survey-clear,-1127.87,409.76,15,no_signal,,2432.380,8641.90
118,measure,survey-clear,-1127.87,409.76,16,direction,252.53,2438.380,8641.90
119,measure,survey-clear,-1127.87,409.76,17,no_signal,,2444.380,8641.90
120,measure,survey-clear,-1127.87,409.76,18,direction,53.27,2450.380,8641.90
121,measure,survey-clear,-1127.87,409.76,20,no_signal,,2456.380,8641.90
122,measure,refine,-1619.08,71.68,10,direction,44.31,2581.641,9238.21
123,clear,refine,-1290.02,392.55,10,success,,2678.561,9697.81
124,measure,refine,-1254.13,1003.03,9,direction,261.61,2806.869,10309.34
125,clear,refine,-1308.22,634.77,9,success,,2886.311,10681.56
126,clear,refine,-982.28,1020.77,5,success,,2992.352,11186.76
127,clear,refine,-352.80,1468.91,18,success,,3151.893,11959.46
128,clear,refine,681.79,1454.28,4,success,,3363.832,12994.16
129,clear,refine,415.40,160.12,6,success,,3633.090,14315.45
130,clear,refine,241.38,-292.44,2,success,,3735.064,14800.32
131,clear,refine,-488.75,-1493.93,13,success,,4021.251,16206.25
132,clear,refine,-1328.65,-211.90,16,success,,4332.780,17738.90
