seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
71,measure,survey-clear,-600.00,1039.23,18,no_signal,,1383.041,4780.21
72,measure,survey-clear,-600.00,1039.23,19,direction,200.03,1389.041,4780.21
73,measure,survey-clear,-600.00,1039.23,20,no_signal,,1395.041,4780.21
74,clear,survey-clear,-1259.37,183.12,3,no_target_in_range,,1614.161,5860.81
75,measure,survey-clear,-1200.00,0.00,1,no_signal,,1658.662,6053.31
76,measure,survey-clear,-1200.00,0.00,2,no_signal,,1664.662,6053.31
77,measure,survey-clear,-1200.00,0.00,3,direction,106.74,1670.662,6053.31
78,measure,survey-clear,-1200.00,0.00,4,no_signal,,1676.662,6053.31
79,measure,survey-clear,-1200.00,0.00,5,direction,89.52,1682.662,6053.31
80,measure,survey-clear,-1200.00,0.00,6,no_signal,,1688.662,6053.31
81,measure,survey-clear,-1200.00,0.00,8,no_signal,,1694.662,6053.31
82,measure,survey-clear,-1200.00,0.00,10,no_signal,,1700.662,6053.31
83,measure,survey-clear,-1200.00,0.00,11,no_signal,,1706.662,6053.31
84,measure,survey-clear,-1200.00,0.00,14,no_signal,,1712.662,6053.31
85,measure,survey-clear,-1200.00,0.00,15,no_signal,,1718.662,6053.31
86,measure,survey-clear,-1200.00,0.00,17,direction,98.54,1724.662,6053.31
87,measure,survey-clear,-1200.00,0.00,18,no_signal,,1730.662,6053.31
88,measure,survey-clear,-1200.00,0.00,19,direction,110.31,1736.662,6053.31
89,measure,survey-clear,-1200.00,0.00,20,no_signal,,1742.662,6053.31
90,clear,survey-clear,-1257.60,183.98,3,no_target_in_range,,1784.219,6246.09
91,measure,survey-clear,-600.00,-1039.23,1,no_signal,,2067.972,7634.86
92,measure,survey-clear,-600.00,-1039.23,2,direction,344.83,2073.972,7634.86
93,measure,survey-clear,-600.00,-1039.23,4,direction,232.87,2079.972,7634.86
94,measure,survey-clear,-600.00,-1039.23,6,no_signal,,2085.972,7634.86
95,measure,survey-clear,-600.00,-1039.23,8,no_signal,,2091.972,7634.86
96,measure,survey-clear,-600.00,-1039.23,9,no_signal,,2097.972,7634.86
97,measure,survey-clear,-600.00,-1039.23,10,no_signal,,2103.972,7634.86
98,measure,survey-clear,-600.00,-1039.23,11,no_signal,,2109.972,7634.86
99,measure,survey-clear,-600.00,-1039.23,12,direction,18.37,2115.972,7634.86
100,measure,survey-clear,-600.00,-1039.23,14,no_signal,,2121.972,7634.86
101,measure,survey-clear,-600.00,-1039.23,15,no_signal,,2127.972,7634.86
102,measure,survey-clear,-600.00,-1039.23,16,direction,26.74,2133.972,7634.86
103,measure,survey-clear,-600.00,-1039.23,18,no_signal,,2139.972,7634.86
104,measure,survey-clear,-600.00,-1039.23,20,no_signal,,2145.972,7634.86
105,clear,survey-clear,78.41,-1223.65,2,success,,2291.579,8337.89
106,clear,survey-clear,294.84,-741.51,12,success,,2402.276,8866.38
107,measure,survey-clear,600.00,-1039.23,1,no_signal,,2493.543,9292.71
108,measure,survey-clear,600.00,-1039.23,4,no_signal,,2499.543,9292.71
109,measure,survey-clear,600.00,-1039.23,6,no_signal,,2505.543,9292.71
110,measure,survey-clear,600.00,-1039.23,8,no_signal,,2511.543,9292.71
111,measure,survey-clear,600.00,-1039.23,9,direction,103.66,2517.543,9292.71
112,measure,survey-clear,600.00,-1039.23,10,no_signal,,2523.543,9292.71
113,measure,survey-clear,600.00,-1039.23,11,no_signal,,2529.543,9292.71
114,measure,survey-clear,600.00,-1039.23,14,no_signal,,2535.543,9292.71
115,measure,survey-clear,600.00,-1039.23,15,no_signal,,2541.543,9292.71
116,measure,survey-clear,600.00,-1039.23,18,no_signal,,2547.543,9292.71
117,measure,survey-clear,600.00,-1039.23,20,no_signal,,2553.543,9292.71
118,clear,survey-clear,432.26,-511.96,16,success,,2669.205,9846.02
119,clear,survey-clear,421.03,-303.81,9,success,,2715.896,10054.48
120,clear,survey-clear,1257.44,313.85,13,success,,2928.845,11094.23
121,clear,survey-clear,-1191.36,1035.78,5,success,,3444.445,13647.23
122,clear,survey-clear,-1467.92,723.07,19,success,,3532.937,14064.68
123,clear,survey-clear,-1266.60,446.31,17,success,,3606.383,14406.92
124,clear,survey-clear,-1257.60,183.98,3,no_target_in_range,,3661.882,14669.41
125,measure,refine,-1257.60,183.98,3,direction,96.51,3667.882,14669.41
126,clear,refine,-1259.08,195.20,3,success,,3675.146,14680.73
127,measure,refine,-1122.90,-1254.49,4,direction,354.29,3972.360,16136.80
128,clear,refine,-788.39,-1287.76,4,success,,4044.592,16472.96
