seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
33,measure,sweep,961.27,-166.95,15,no_signal,,398.131,975.66
34,measure,sweep,961.27,-166.95,16,direction,226.52,404.131,975.66
35,measure,sweep,961.27,-166.95,17,no_signal,,410.131,975.66
36,measure,sweep,961.27,-166.95,18,no_signal,,416.131,975.66
37,measure,sweep,961.27,-166.95,19,direction,280.78,422.131,975.66
38,measure,sweep,508.27,-848.27,1,no_signal,,591.764,1793.82
39,measure,sweep,508.27,-848.27,2,direction,124.34,597.764,1793.82
40,measure,sweep,508.27,-848.27,3,no_signal,,603.764,1793.82
41,measure,sweep,508.27,-848.27,4,no_signal,,609.764,1793.82
42,measure,sweep,508.27,-848.27,5,no_signal,,615.764,1793.82
43,measure,sweep,508.27,-848.27,6,no_signal,,621.764,1793.82
44,measure,sweep,508.27,-848.27,7,no_signal,,627.764,1793.82
45,measure,sweep,508.27,-848.27,8,no_signal,,633.764,1793.82
46,measure,sweep,508.27,-848.27,9,no_signal,,639.764,1793.82
47,measure,sweep,508.27,-848.27,10,no_signal,,645.764,1793.82
48,measure,sweep,508.27,-848.27,11,no_signal,,651.764,1793.82
49,measure,sweep,508.27,-848.27,12,no_signal,,657.764,1793.82
50,measure,sweep,508.27,-848.27,13,direction,183.18,663.764,1793.82
51,measure,sweep,508.27,-848.27,15,no_signal,,669.764,1793.82
52,measure,sweep,508.27,-848.27,16,direction,159.12,675.764,1793.82
53,measure,sweep,508.27,-848.27,17,no_signal,,681.764,1793.82
54,measure,sweep,508.27,-848.27,18,no_signal,,687.764,1793.82
55,measure,sweep,508.27,-848.27,19,direction,352.44,693.764,1793.82
56,clear,survey-clear,364.53,-796.05,16,success,,729.350,1946.75
57,clear,survey-clear,140.17,-870.51,13,success,,781.628,2183.14
58,measure,survey-clear,-314.31,-931.09,1,no_signal,,879.329,2641.65
59,measure,survey-clear,-314.31,-931.09,3,no_signal,,885.329,2641.65
60,measure,survey-clear,-314.31,-931.09,4,no_signal,,891.329,2641.65
61,measure,survey-clear,-314.31,-931.09,5,no_signal,,897.329,2641.65
62,measure,survey-clear,-314.31,-931.09,6,no_signal,,903.329,2641.65
63,measure,survey-clear,-314.31,-931.09,7,no_signal,,909.329,2641.65
64,measure,survey-clear,-314.31,-931.09,8,no_signal,,915.329,2641.65
65,measure,survey-clear,-314.31,-931.09,9,no_signal,,921.329,2641.65
66,measure,survey-clear,-314.31,-931.09,10,direction,254.29,927.329,2641.65
67,measure,survey-clear,-314.31,-931.09,11,no_signal,,933.329,2641.65
68,measure,survey-clear,-314.31,-931.09,12,no_signal,,939.329,2641.65
69,measure,survey-clear,-314.31,-931.09,15,no_signal,,945.329,2641.65
70,measure,survey-clear,-314.31,-931.09,17,no_signal,,951.329,2641.65
71,measure,survey-clear,-314.31,-931.09,18,no_signal,,957.329,2641.65
72,measure,survey-clear,-902.87,-372.00,1,no_signal,,1125.685,3453.42
73,measure,survey-clear,-902.87,-372.00,3,no_signal,,1131.685,3453.42
74,measure,survey-clear,-902.87,-372.00,4,direction,134.68,1137.685,3453.42
75,measure,survey-clear,-902.87,-372.00,5,no_signal,,1143.685,3453.42
76,measure,survey-clear,-902.87,-372.00,6,no_signal,,1149.685,3453.42
77,measure,survey-clear,-902.87,-372.00,7,no_signal,,1155.685,3453.42
78,measure,survey-clear,-902.87,-372.00,8,no_signal,,1161.685,3453.42
79,measure,survey-clear,-902.87,-372.00,9,no_signal,,1167.685,3453.42
80,measure,survey-clear,-902.87,-372.00,10,no_signal,,1173.685,3453.42
81,measure,survey-clear,-902.87,-372.00,11,no_signal,,1179.685,3453.42
82,measure,survey-clear,-902.87,-372.00,12,no_signal,,1185.685,3453.42
83,measure,survey-clear,-902.87,-372.00,15,no_signal,,1191.685,3453.42
84,measure,survey-clear,-902.87,-372.00,17,no_signal,,1197.685,3453.42
85,measure,survey-clear,-902.87,-372.00,18,no_signal,,1203.685,3453.42
86,measure,survey-clear,-902.87,-372.00,20,direction,87.71,1209.685,3453.42
87,measure,survey-clear,-878.56,438.35,1,no_signal,,1377.829,4264.14
88,measure,survey-clear,-878.56,438.35,3,no_signal,,1383.829,4264.14
89,measure,survey-clear,-878.56,438.35,4,direction,196.11,1389.829,4264.14
90,measure,survey-clear,-878.56,438.35,5,no_signal,,1395.829,4264.14
91,measure,survey-clear,-878.56,438.35,6,no_signal,,1401.829,4264.14
92,measure,survey-clear,-878.56,438.35,7,no_signal,,1407.829,4264.14
93,measure,survey-clear,-878.56,438.35,8,no_signal,,1413.829,4264.14
94,measure,survey-clear,-878.56,438.35,9,no_signal,,1419.829,4264.14
95,measure,survey-clear,-878.56,438.35,11,no_signal,,1425.829,4264.14
96,measure,survey-clear,-878.56,438.35,12,no_signal,,1431.829,4264.14
97,measure,survey-clear,-878.56,438.35,15,no_signal,,1437.829,4264.14
98,measure,survey-clear,-878.56,438.35,17,no_signal,,1443.829,4264.14
99,measure,survey-clear,-878.56,438.35,18,direction,71.06,1449.829,4264.14
100,measure,survey-clear,-878.56,438.35,20,direction,82.49,1455.829,4264.14
101,measure,survey-clear,-234.57,967.40,1,no_signal,,1628.517,5097.58
102,measure,survey-clear,-234.57,967.40,3,no_signal,,1634.517,5097.58
103,measure,survey-clear,-234.57,967.40,5,no_signal,,1640.517,5097.58
104,measure,survey-clear,-234.57,967.40,6,no_signal,,1646.517,5097.58
105,measure,survey-clear,-234.57,967.40,7,no_signal,,1652.517,5097.58
106,measure,survey-clear,-234.57,967.40,8,no_signal,,1658.517,5097.58
107,measure,survey-clear,-234.57,967.40,9,no_signal,,1664.517,5097.58
108,measure,survey-clear,-234.57,967.40,11,direction,328.24,1670.517,5097.58
109,measure,survey-clear,-234.57,967.40,12,no_signal,,1676.517,5097.58
110,measure,survey-clear,-234.57,967.40,14,direction,358.23,1682.517,5097.58
111,measure,survey-clear,-234.57,967.40,15,no_signal,,1688.517,5097.58
112,measure,survey-clear,-234.57,967.40,17,no_signal,,1694.517,5097.58
113,measure,survey-clear,-234.57,967.40,18,direction,108.35,1700.517,5097.58
114,measure,survey-clear,-234.57,967.40,20,no_signal,,1706.517,5097.58
115,measure,survey-clear,0.00,1850.00,1,no_signal,,1895.164,6010.82
116,measure,survey-clear,0.00,1850.00,3,no_signal,,1901.164,6010.82
117,measure,survey-clear,0.00,1850.00,5,no_signal,,1907.164,6010.82
118,measure,survey-clear,0.00,1850.00,6,no_signal,,1913.164,6010.82
119,measure,survey-clear,0.00,1850.00,7,no_signal,,1919.164,6010.82
120,measure,survey-clear,0.00,1850.00,8,no_signal,,1925.164,6010.82
121,measure,survey-clear,0.00,1850.00,9,no_signal,,1931.164,6010.82
122,measure,survey-clear,0.00,1850.00,12,no_signal,,1937.164,6010.82
123,measure,survey-clear,0.00,1850.00,15,no_signal,,1943.164,6010.82
124,measure,survey-clear,0.00,1850.00,17,direction,306.20,1949.164,6010.82
125,measure,survey-clear,0.00,1850.00,18,no_signal,,1955.164,6010.82
126,clear,survey-clear,-461.82,1655.51,18,no_target_in_range,,2058.384,6511.92
127,measure,survey-clear,-925.00,1602.15,1,no_signal,,2157.633,6978.17
128,measure,survey-clear,-925.00,1602.15,3,no_signal,,2163.633,6978.17
129,measure,survey-clear,-925.00,1602.15,5,no_signal,,2169.633,6978.17
130,measure,survey-clear,-925.00,1602.15,6,no_signal,,2175.633,6978.17
131,measure,survey-clear,-925.00,1602.15,7,no_signal,,2181.633,6978.17
132,measure,survey-clear,-925.00,1602.15,8,no_signal,,2187.633,6978.17
133,measure,survey-clear,-925.00,1602.15,9,no_signal,,2193.633,6978.17
134,measure,survey-clear,-925.00,1602.15,12,no_signal,,2199.633,6978.17
135,measure,survey-clear,-925.00,1602.15,15,no_signal,,2205.633,6978.17
136,measure,survey-clear,-925.00,1602.15,18,direction,10.05,2211.633,6978.17
137,measure,survey-clear,-925.00,1602.15,20,no_signal,,2217.633,6978.17
138,clear,survey-clear,-847.31,678.70,20,success,,2407.974,7904.87
139,measure,survey-clear,-1602.15,925.00,1,no_signal,,2572.775,8698.87
140,measure,survey-clear,-1602.15,925.00,3,no_signal,,2578.775,8698.87
141,measure,survey-clear,-1602.15,925.00,4,no_signal,,2584.775,8698.87
142,measure,survey-clear,-1602.15,925.00,5,no_signal,,2590.775,8698.87
143,measure,survey-clear,-1602.15,925.00,6,no_signal,,2596.775,8698.87
144,measure,survey-clear,-1602.15,925.00,7,no_signal,,2602.775,8698.87
145,measure,survey-clear,-1602.15,925.00,8,no_signal,,2608.775,8698.87
146,measure,survey-clear,-1602.15,925.00,9,no_signal,,2614.775,8698.87
147,measure,survey-clear,-1602.15,925.00,12,no_signal,,2620.775,8698.87
148,measure,survey-clear,-1602.15,925.00,15,no_signal,,2626.775,8698.87
149,clear,survey-clear,-1521.54,253.08,4,success,,2767.123,9375.61
150,measure,survey-clear,-1850.00,0.00,1,no_signal,,2856.053,9790.26
151,measure,survey-clear,-1850.00,0.00,3,no_signal,,2862.053,9790.26
152,measure,survey-clear,-1850.00,0.00,5,no_signal,,2868.053,9790.26
153,measure,survey-clear,-1850.00,0.00,6,no_signal,,2874.053,9790.26
154,measure,survey-clear,-1850.00,0.00,7,no_signal,,2880.053,9790.26
155,measure,survey-clear,-1850.00,0.00,8,no_signal,,2886.053,9790.26
156,measure,survey-clear,-1850.00,0.00,9,no_signal,,2892.053,9790.26
157,measure,survey-clear,-1850.00,0.00,12,no_signal,,2898.053,9790.26
158,measure,survey-clear,-1850.00,0.00,15,no_signal,,2904.053,9790.26
159,measure,survey-clear,-1602.15,-925.00,1,no_signal,,3101.579,10747.89
160,measure,survey-clear,-1602.15,-925.00,3,no_signal,,3107.579,10747.89
161,measure,survey-clear,-1602.15,-925.00,5,no_signal,,3113.579,10747.89
162,measure,survey-clear,-1602.15,-925.00,6,no_signal,,3119.579,10747.89
163,measure,survey-clear,-1602.15,-925.00,7,no_signal,,3125.579,10747.89
164,measure,survey-clear,-1602.15,-925.00,8,no_signal,,3131.579,10747.89
165,measure,survey-clear,-1602.15,-925.00,9,no_signal,,3137.579,10747.89
166,measure,survey-clear,-1602.15,-925.00,12,no_signal,,3143.579,10747.89
167,measure,survey-clear,-1602.15,-925.00,15,no_signal,,3149.579,10747.89
168,measure,survey-clear,-925.00,-1602.15,1,no_signal,,3347.105,11705.52
169,measure,survey-clear,-925.00,-1602.15,3,no_signal,,3353.105,11705.52
170,measure,survey-clear,-925.00,-1602.15,5,no_signal,,3359.105,11705.52
171,measure,survey-clear,-925.00,-1602.15,6,no_signal,,3365.105,11705.52
172,measure,survey-clear,-925.00,-1602.15,7,no_signal,,3371.105,11705.52
173,measure,survey-clear,-925.00,-1602.15,8,no_signal,,3377.105,11705.52
174,measure,survey-clear,-925.00,-1602.15,9,no_signal,,3383.105,11705.52
175,measure,survey-clear,-925.00,-1602.15,10,no_signal,,3389.105,11705.52
176,measure,survey-clear,-925.00,-1602.15,12,no_signal,,3395.105,11705.52
177,measure,survey-clear,-925.00,-1602.15,15,no_signal,,3401.105,11705.52
178,clear,survey-clear,-418.21,-1326.85,10,no_target_in_range,,3519.452,12282.26
179,measure,survey-clear,-0.00,-1850.00,1,no_signal,,3659.405,12952.03
180,measure,survey-clear,-0.00,-1850.00,3,no_signal,,3665.405,12952.03
181,measure,survey-clear,-0.00,-1850.00,5,no_signal,,3671.405,12952.03
182,measure,survey-clear,-0.00,-1850.00,6,no_signal,,3677.405,12952.03
183,measure,survey-clear,-0.00,-1850.00,7,no_signal,,3683.405,12952.03
184,measure,survey-clear,-0.00,-1850.00,8,no_signal,,3689.405,12952.03
185,measure,survey-clear,-0.00,-1850.00,9,no_signal,,3695.405,12952.03
186,measure,survey-clear,-0.00,-1850.00,10,direction,160.76,3701.405,12952.03
187,measure,survey-clear,-0.00,-1850.00,12,no_signal,,3707.405,12952.03
188,measure,survey-clear,-0.00,-1850.00,15,no_signal,,3713.405,12952.03
189,measure,survey-clear,925.00,-1602.15,1,no_signal,,3910.931,13909.66
190,measure,survey-clear,925.00,-1602.15,3,no_signal,,3916.931,13909.66
191,measure,survey-clear,925.00,-1602.15,5,no_signal,,3922.931,13909.66
192,measure,survey-clear,925.00,-1602.15,6,no_signal,,3928.931,13909.66
193,measure,survey-clear,925.00,-1602.15,7,no_signal,,3934.931,13909.66
194,measure,survey-clear,925.00,-1602.15,8,no_signal,,3940.931,13909.66
195,measure,survey-clear,925.00,-1602.15,9,no_signal,,3946.931,13909.66
196,measure,survey-clear,925.00,-1602.15,12,no_signal,,3952.931,13909.66
197,measure,survey-clear,925.00,-1602.15,15,no_signal,,3958.931,13909.66
198,measure,survey-clear,925.00,-1602.15,19,direction,74.96,3964.931,13909.66
199,clear,survey-clear,1106.07,-927.77,19,success,,4109.584,14607.92
200,measure,survey-clear,1602.15,-925.00,1,no_signal,,4214.802,15104.01
201,measure,survey-clear,1602.15,-925.00,3,no_signal,,4220.802,15104.01
202,measure,survey-clear,1602.15,-925.00,5,no_signal,,4226.802,15104.01
203,measure,survey-clear,1602.15,-925.00,6,no_signal,,4232.802,15104.01
204,measure,survey-clear,1602.15,-925.00,7,no_signal,,4238.802,15104.01
205,measure,survey-clear,1602.15,-925.00,8,no_signal,,4244.802,15104.01
206,measure,survey-clear,1602.15,-925.00,9,no_signal,,4250.802,15104.01
207,measure,survey-clear,1602.15,-925.00,12,no_signal,,4256.802,15104.01
208,measure,survey-clear,1602.15,-925.00,15,no_signal,,4262.802,15104.01
209,measure,survey-clear,1850.00,0.00,1,no_signal,,4460.328,16061.64
210,measure,survey-clear,1850.00,0.00,3,no_signal,,4466.328,16061.64
211,measure,survey-clear,1850.00,0.00,5,no_signal,,4472.328,16061.64
212,measure,survey-clear,1850.00,0.00,6,no_signal,,4478.328,16061.64
213,measure,survey-clear,1850.00,0.00,7,no_signal,,4484.328,16061.64
214,measure,survey-clear,1850.00,0.00,8,no_signal,,4490.328,16061.64
215,measure,survey-clear,1850.00,0.00,9,no_signal,,4496.328,16061.64
216,measure,survey-clear,1850.00,0.00,12,no_signal,,4502.328,16061.64
217,measure,survey-clear,1850.00,0.00,15,no_signal,,4508.328,16061.64
218,measure,survey-clear,1602.15,925.00,1,no_signal,,4705.854,17019.27
219,measure,survey-clear,1602.15,925.00,3,no_signal,,4711.854,17019.27
220,measure,survey-clear,1602.15,925.00,5,no_signal,,4717.854,17019.27
221,measure,survey-clear,1602.15,925.00,6,no_signal,,4723.854,17019.27
222,measure,survey-clear,1602.15,925.00,7,no_signal,,4729.854,17019.27
223,measure,survey-clear,1602.15,925.00,8,no_signal,,4735.854,17019.27
224,measure,survey-clear,1602.15,925.00,9,no_signal,,4741.854,17019.27
225,measure,survey-clear,1602.15,925.00,12,no_signal,,4747.854,17019.27
226,measure,survey-clear,1602.15,925.00,14,no_signal,,4753.854,17019.27
227,measure,survey-clear,1602.15,925.00,15,no_signal,,4759.854,17019.27
228,measure,survey-clear,1602.15,925.00,17,no_signal,,4765.854,17019.27
229,measure,survey-clear,856.23,898.93,1,no_signal,,4921.128,17765.64
230,measure,survey-clear,856.23,898.93,3,no_signal,,4927.128,17765.64
231,measure,survey-clear,856.23,898.93,5,no_signal,,4933.128,17765.64
232,measure,survey-clear,856.23,898.93,6,no_signal,,4939.128,17765.64
233,measure,survey-clear,856.23,898.93,7,no_signal,,4945.128,17765.64
234,measure,survey-clear,856.23,898.93,8,no_signal,,4951.128,17765.64
235,measure,survey-clear,856.23,898.93,9,no_signal,,4957.128,17765.64
236,measure,survey-clear,856.23,898.93,11,direction,181.54,4963.128,17765.64
237,measure,survey-clear,856.23,898.93,12,no_signal,,4969.128,17765.64
238,measure,survey-clear,856.23,898.93,14,direction,75.79,4975.128,17765.64
239,measure,survey-clear,856.23,898.93,15,no_signal,,4981.128,17765.64
240,measure,survey-clear,856.23,898.93,17,no_signal,,4987.128,17765.64
241,clear,survey-clear,865.04,932.39,14,success,,4999.048,17800.24
242,measure,survey-clear,925.00,1602.15,1,no_signal,,5139.535,18472.68
243,measure,survey-clear,925.00,1602.15,3,no_signal,,5145.535,18472.68
244,measure,survey-clear,925.00,1602.15,5,no_signal,,5151.535,18472.68
245,measure,survey-clear,925.00,1602.15,6,no_signal,,5157.535,18472.68
246,measure,survey-clear,925.00,1602.15,7,no_signal,,5163.535,18472.68
247,measure,survey-clear,925.00,1602.15,8,no_signal,,5169.535,18472.68
248,measure,survey-clear,925.00,1602.15,9,no_signal,,5175.535,18472.68
249,measure,survey-clear,925.00,1602.15,12,no_signal,,5181.535,18472.68
250,measure,survey-clear,925.00,1602.15,15,no_signal,,5187.535,18472.68
251,measure,survey-clear,925.00,1602.15,17,direction,226.97,5193.535,18472.68
252,clear,survey-clear,508.21,1155.22,17,success,,5320.758,19083.79
253,clear,survey-clear,-468.54,1681.69,18,success,,5547.679,20193.40
254,clear,survey-clear,-82.89,874.22,11,success,,5731.648,21088.24
255,clear,survey-clear,-36.24,-51.01,2,success,,5921.927,22014.64
256,clear,survey-clear,-521.33,-1667.79,10,success,,6264.524,23702.62
