x_m,y_m,worst_source_dist_m,testable,worst_diam_m,suitability
1500.0,-1800.0,2339.9,0,1000000000.00,0.000000
1525.0,-1800.0,2356.0,0,1000000000.00,0.000000
1550.0,-1800.0,2372.2,0,1000000000.00,0.000000
1575.0,-1800.0,2388.6,0,1000000000.00,0.000000
1600.0,-1800.0,2405.1,0,1000000000.00,0.000000
1625.0,-1800.0,2421.7,0,1000000000.00,0.000000
1650.0,-1800.0,2438.5,0,1000000000.00,0.000000
1675.0,-1800.0,2455.4,0,1000000000.00,0.000000
1700.0,-1800.0,2472.5,0,1000000000.00,0.000000
1725.0,-1800.0,2489.7,0,1000000000.00,0.000000
1750.0,-1800.0,2507.1,0,1000000000.00,0.000000
1775.0,-1800.0,2524.5,0,1000000000.00,0.000000
1800.0,-1800.0,2542.1,0,1000000000.00,0.000000
-1800.0,-1775.0,3759.4,0,1000000000.00,0.000000
-1775.0,-1775.0,3737.4,0,1000000000.00,0.000000
-1750.0,-1775.0,3715.5,0,1000000000.00,0.000000
-1725.0,-1775.0,3693.7,0,1000000000.00,0.000000
-1700.0,-1775.0,3671.9,0,1000000000.00,0.000000
-1675.0,-1775.0,3650.1,0,1000000000.00,0.000000
-1650.0,-1775.0,3628.4,0,1000000000.00,0.000000
-1625.0,-1775.0,3606.7,0,1000000000.00,0.000000
-1600.0,-1775.0,3585.1,0,1000000000.00,0.000000
-1575.0,-1775.0,3563.5,0,1000000000.00,0.000000
-1550.0,-1775.0,3541.9,0,1000000000.00,0.000000
-1525.0,-1775.0,3520.4,0,1000000000.00,0.000000
-1500.0,-1775.0,3499.0,0,1000000000.00,0.000000
-1475.0,-1775.0,3477.6,0,1000000000.00,0.000000
-1450.0,-1775.0,3456.2,0,1000000000.00,0.000000
-1425.0,-1775.0,3434.9,0,1000000000.00,0.000000
-1400.0,-1775.0,3413.6,0,1000000000.00,0.000000
-1375.0,-1775.0,3392.4,0,1000000000.00,0.000000
-1350.0,-1775.0,3371.3,0,1000000000.00,0.000000
-1325.0,-1775.0,3350.2,0,1000000000.00,0.000000
-1300.0,-1775.0,3329.1,0,1000000000.00,0.000000
-1275.0,-1775.0,3308.1,0,1000000000.00,0.000000
-1250.0,-1775.0,3287.2,0,1000000000.00,0.000000
-1225.0,-1775.0,3266.3,0,1000000000.00,0.000000
-1200.0,-1775.0,3245.5,0,1000000000.00,0.000000
-1175.0,-1775.0,3224.7,0,1000000000.00,0.000000
-1150.0,-1775.0,3204.0,0,1000000000.00,0.000000
-1125.0,-1775.0,3183.3,0,1000000000.00,0.000000
-1100.0,-1775.0,3162.8,0,1000000000.00,0.000000
-1075.0,-1775.0,3142.2,0,1000000000.00,0.000000
-1050.0,-1775.0,3121.8,0,1000000000.00,0.000000
-1025.0,-1775.0,3101.4,0,1000000000.00,0.000000
-1000.0,-1775.0,3081.1,0,1000000000.00,0.000000
-975.0,-1775.0,3060.8,0,1000000000.00,0.000000
-950.0,-1775.0,3040.7,0,1000000000.00,0.000000
-925.0,-1775.0,3020.6,0,1000000000.00,0.000000
-900.0,-1775.0,3000.5,0,1000000000.00,0.000000
-875.0,-1775.0,2980.6,0,1000000000.00,0.000000
-850.0,-1775.0,2960.7,0,1000000000.00,0.000000
-825.0,-1775.0,2940.9,0,1000000000.00,0.000000
-800.0,-1775.0,2921.2,0,1000000000.00,0.000000
-775.0,-1775.0,2901.5,0,1000000000.00,0.000000
-750.0,-1775.0,2882.0,0,1000000000.00,0.000000
-725.0,-1775.0,2862.5,0,1000000000.00,0.000000
-700.0,-1775.0,2843.1,0,1000000000.00,0.000000
-675.0,-1775.0,2823.8,0,1000000000.00,0.000000
-650.0,-1775.0,2804.6,0,1000000000.00,0.000000
-625.0,-1775.0,2785.5,0,1000000000.00,0.000000
-600.0,-1775.0,2766.5,0,1000000000.00,0.000000
-575.0,-1775.0,2747.5,0,1000000000.00,0.000000
-550.0,-1775.0,2728.7,0,1000000000.00,0.000000
-525.0,-1775.0,2710.0,0,1000000000.00,0.000000
-500.0,-1775.0,2691.3,0,1000000000.00,0.000000
-475.0,-1775.0,2672.8,0,1000000000.00,0.000000
-450.0,-1775.0,2654.4,0,1000000000.00,0.000000
-425.0,-1775.0,2636.1,0,1000000000.00,0.000000
-400.0,-1775.0,2617.9,0,1000000000.00,0.000000
-375.0,-1775.0,2599.8,0,1000000000.00,0.000000
-350.0,-1775.0,2581.8,0,1000000000.00,0.000000
-325.0,-1775.0,2564.0,0,1000000000.00,0.000000
-300.0,-1775.0,2546.3,0,1000000000.00,0.000000
-275.0,-1775.0,2528.6,0,1000000000.00,0.000000
-250.0,-1775.0,2511.2,0,1000000000.00,0.000000
-225.0,-1775.0,2493.8,0,1000000000.00,0.000000
-200.0,-1775.0,2476.6,0,1000000000.00,0.000000
-175.0,-1775.0,2459.5,0,1000000000.00,0.000000
-150.0,-1775.0,2442.5,0,1000000000.00,0.000000
-125.0,-1775.0,2425.7,0,1000000000.00,0.000000
-100.0,-1775.0,2409.0,0,1000000000.00,0.000000
-75.0,-1775.0,2392.5,0,1000000000.00,0.000000
-50.0,-1775.0,2376.1,0,1000000000.00,0.000000
-25.0,-1775.0,2359.9,0,1000000000.00,0.000000
0.0,-1775.0,2343.8,0,1000000000.00,0.000000
25.0,-1775.0,2327.9,0,1000000000.00,0.000000
50.0,-1775.0,2312.2,0,1000000000.00,0.000000
75.0,-1775.0,2296.6,0,1000000000.00,0.000000
100.0,-1775.0,2281.1,0,1000000000.00,0.000000
125.0,-1775.0,2265.9,0,1000000000.00,0.000000
150.0,-1775.0,2250.8,0,1000000000.00,0.000000
175.0,-1775.0,2235.9,0,1000000000.00,0.000000
200.0,-1775.0,2221.2,0,1000000000.00,0.000000
225.0,-1775.0,2206.6,0,1000000000.00,0.000000
250.0,-1775.0,2192.3,0,1000000000.00,0.000000
275.0,-1775.0,2178.1,0,1000000000.00,0.000000
300.0,-1775.0,2164.2,0,1000000000.00,0.000000
325.0,-1775.0,2150.4,0,1000000000.00,0.000000
350.0,-1775.0,2136.9,0,1000000000.00,0.000000
375.0,-1775.0,2123.5,0,1000000000.00,0.000000
400.0,-1775.0,2110.4,0,1000000000.00,0.000000
425.0,-1775.0,2097.5,0,1000000000.00,0.000000
450.0,-1775.0,2084.8,0,1000000000.00,0.000000
475.0,-1775.0,2072.3,0,1000000000.00,0.000000
500.0,-1775.0,2060.0,0,1000000000.00,0.000000
525.0,-1775.0,2048.0,0,1000000000.00,0.000000
550.0,-1775.0,2036.2,0,1000000000.00,0.000000
575.0,-1775.0,2024.7,0,1000000000.00,0.000000
600.0,-1775.0,2013.4,0,1000000000.00,0.000000
625.0,-1775.0,2002.4,0,1000000000.00,0.000000
650.0,-1775.0,1991.6,0,1000000000.00,0.000000
675.0,-1775.0,1981.0,0,1000000000.00,0.000000
700.0,-1775.0,1970.8,0,1000000000.00,0.000000
725.0,-1775.0,1960.7,0,1000000000.00,0.000000
750.0,-1775.0,1951.0,0,1000000000.00,0.000000
775.0,-1775.0,1941.5,0,1000000000.00,0.000000
800.0,-1775.0,1945.0,0,1000000000.00,0.000000
825.0,-1775.0,1955.3,0,1000000000.00,0.000000
850.0,-1775.0,1966.0,0,1000000000.00,0.000000
875.0,-1775.0,1976.8,0,1000000000.00,0.000000
900.0,-1775.0,1988.0,0,1000000000.00,0.000000
925.0,-1775.0,1999.3,0,1000000000.00,0.000000
950.0,-1775.0,2011.0,0,1000000000.00,0.000000
975.0,-1775.0,2022.8,0,1000000000.00,0.000000
1000.0,-1775.0,2034.9,0,1000000000.00,0.000000
1025.0,-1775.0,2047.3,0,1000000000.00,0.000000
1050.0,-1775.0,2059.8,0,1000000000.00,0.000000
1075.0,-1775.0,2072.6,0,1000000000.00,0.000000
1100.0,-1775.0,2085.7,0,1000000000.00,0.000000
1125.0,-1775.0,2098.9,0,1000000000.00,0.000000
1150.0,-1775.0,2112.3,0,1000000000.00,0.000000
1175.0,-1775.0,2126.0,0,1000000000.00,0.000000
1200.0,-1775.0,2139.9,0,1000000000.00,0.000000
1225.0,-1775.0,2153.9,0,1000000000.00,0.000000
1250.0,-1775.0,2168.2,0,1000000000.00,0.000000
1275.0,-1775.0,2182.6,0,1000000000.00,0.000000
1300.0,-1775.0,2197.3,0,1000000000.00,0.000000
1325.0,-1775.0,2212.1,0,1000000000.00,0.000000
1350.0,-1775.0,2227.1,0,1000000000.00,0.000000
1375.0,-1775.0,2242.3,0,1000000000.00,0.000000
1400.0,-1775.0,2257.6,0,1000000000.00,0.000000
1425.0,-1775.0,2273.2,0,1000000000.00,0.000000
1450.0,-1775.0,2288.9,0,1000000000.00,0.000000
1475.0,-1775.0,2304.7,0,1000000000.00,0.000000
1500.0,-1775.0,2320.8,0,1000000000.00,0.000000
1525.0,-1775.0,2337.0,0,1000000000.00,0.000000
1550.0,-1775.0,2353.3,0,1000000000.00,0.000000
1575.0,-1775.0,2369.8,0,1000000000.00,0.000000
1600.0,-1775.0,2386.4,0,1000000000.00,0.000000
1625.0,-1775.0,2403.2,0,1000000000.00,0.000000
1650.0,-1775.0,2420.1,0,1000000000.00,0.000000
1675.0,-1775.0,2437.2,0,1000000000.00,0.000000
1700.0,-1775.0,2454.4,0,1000000000.00,0.000000
1725.0,-1775.0,2471.7,0,1000000000.00,0.000000
1750.0,-1775.0,2489.2,0,1000000000.00,0.000000
1775.0,-1775.0,2506.8,0,1000000000.00,0.000000
1800.0,-1775.0,2524.5,0,1000000000.00,0.000000
-1800.0,-1750.0,3747.4,0,1000000000.00,0.000000
-1775.0,-1750.0,3725.4,0,1000000000.00,0.000000
-1750.0,-1750.0,3703.5,0,1000000000.00,0.000000
-1725.0,-1750.0,3681.6,0,1000000000.00,0.000000
-1700.0,-1750.0,3659.7,0,1000000000.00,0.000000
-1675.0,-1750.0,3637.9,0,1000000000.00,0.000000
-1650.0,-1750.0,3616.1,0,1000000000.00,0.000000
-1625.0,-1750.0,3594.3,0,1000000000.00,0.000000
-1600.0,-1750.0,3572.6,0,1000000000.00,0.000000
-1575.0,-1750.0,3550.9,0,1000000000.00,0.000000
-1550.0,-1750.0,3529.3,0,1000000000.00,0.000000
-1525.0,-1750.0,3507.7,0,1000000000.00,0.000000
-1500.0,-1750.0,3486.2,0,1000000000.00,0.000000
-1475.0,-1750.0,3464.7,0,1000000000.00,0.000000
-1450.0,-1750.0,3443.2,0,1000000000.00,0.000000
-1425.0,-1750.0,3421.9,0,1000000000.00,0.000000
-1400.0,-1750.0,3400.5,0,1000000000.00,0.000000
-1375.0,-1750.0,3379.2,0,1000000000.00,0.000000
-1350.0,-1750.0,3358.0,0,1000000000.00,0.000000
-1325.0,-1750.0,3336.8,0,1000000000.00,0.000000
-1300.0,-1750.0,3315.6,0,1000000000.00,0.000000
-1275.0,-1750.0,3294.6,0,1000000000.00,0.000000
-1250.0,-1750.0,3273.5,0,1000000000.00,0.000000
-1225.0,-1750.0,3252.6,0,1000000000.00,0.000000
-1200.0,-1750.0,3231.7,0,1000000000.00,0.000000
-1175.0,-1750.0,3210.8,0,1000000000.00,0.000000
-1150.0,-1750.0,3190.0,0,1000000000.00,0.000000
-1125.0,-1750.0,3169.3,0,1000000000.00,0.000000
-1100.0,-1750.0,3148.6,0,1000000000.00,0.000000
-1075.0,-1750.0,3128.0,0,1000000000.00,0.000000
-1050.0,-1750.0,3107.4,0,1000000000.00,0.000000
-1025.0,-1750.0,3087.0,0,1000000000.00,0.000000
-1000.0,-1750.0,3066.5,0,1000000000.00,0.000000
-975.0,-1750.0,3046.2,0,1000000000.00,0.000000
-950.0,-1750.0,3025.9,0,1000000000.00,0.000000
-925.0,-1750.0,3005.7,0,1000000000.00,0.000000
-900.0,-1750.0,2985.6,0,1000000000.00,0.000000
-875.0,-1750.0,2965.5,0,1000000000.00,0.000000
-850.0,-1750.0,2945.5,0,1000000000.00,0.000000
-825.0,-1750.0,2925.6,0,1000000000.00,0.000000
-800.0,-1750.0,2905.8,0,1000000000.00,0.000000
-775.0,-1750.0,2886.1,0,1000000000.00,0.000000
-750.0,-1750.0,2866.4,0,1000000000.00,0.000000
-725.0,-1750.0,2846.8,0,1000000000.00,0.000000
-700.0,-1750.0,2827.3,0,1000000000.00,0.000000
-675.0,-1750.0,2807.9,0,1000000000.00,0.000000
-650.0,-1750.0,2788.6,0,1000000000.00,0.000000
-625.0,-1750.0,2769.4,0,1000000000.00,0.000000
-600.0,-1750.0,2750.2,0,1000000000.00,0.000000
-575.0,-1750.0,2731.2,0,1000000000.00,0.000000
-550.0,-1750.0,2712.3,0,1000000000.00,0.000000
-525.0,-1750.0,2693.4,0,1000000000.00,0.000000
-500.0,-1750.0,2674.7,0,1000000000.00,0.000000
-475.0,-1750.0,2656.0,0,1000000000.00,0.000000
-450.0,-1750.0,2637.5,0,1000000000.00,0.000000
-425.0,-1750.0,2619.1,0,1000000000.00,0.000000
-400.0,-1750.0,2600.8,0,1000000000.00,0.000000
-375.0,-1750.0,2582.6,0,1000000000.00,0.000000
-350.0,-1750.0,2564.5,0,1000000000.00,0.000000
-325.0,-1750.0,2546.5,0,1000000000.00,0.000000
-300.0,-1750.0,2528.6,0,1000000000.00,0.000000
-275.0,-1750.0,2510.9,0,1000000000.00,0.000000
-250.0,-1750.0,2493.3,0,1000000000.00,0.000000
-225.0,-1750.0,2475.8,0,1000000000.00,0.000000
-200.0,-1750.0,2458.5,0,1000000000.00,0.000000
-175.0,-1750.0,2441.2,0,1000000000.00,0.000000
-150.0,-1750.0,2424.2,0,1000000000.00,0.000000
-125.0,-1750.0,2407.2,0,1000000000.00,0.000000
-100.0,-1750.0,2390.4,0,1000000000.00,0.000000
-75.0,-1750.0,2373.8,0,1000000000.00,0.000000
-50.0,-1750.0,2357.2,0,1000000000.00,0.000000
-25.0,-1750.0,2340.9,0,1000000000.00,0.000000
0.0,-1750.0,2324.7,0,1000000000.00,0.000000
25.0,-1750.0,2308.6,0,1000000000.00,0.000000
50.0,-1750.0,2292.7,0,1000000000.00,0.000000
75.0,-1750.0,2277.0,0,1000000000.00,0.000000
100.0,-1750.0,2261.5,0,1000000000.00,0.000000
125.0,-1750.0,2246.1,0,1000000000.00,0.000000
150.0,-1750.0,2230.9,0,1000000000.00,0.000000
175.0,-1750.0,2215.8,0,1000000000.00,0.000000
200.0,-1750.0,2201.0,0,1000000000.00,0.000000
225.0,-1750.0,2186.3,0,1000000000.00,0.000000
250.0,-1750.0,2171.8,0,1000000000.00,0.000000
275.0,-1750.0,2157.5,0,1000000000.00,0.000000
300.0,-1750.0,2143.4,0,1000000000.00,0.000000
325.0,-1750.0,2129.5,0,1000000000.00,0.000000
350.0,-1750.0,2115.8,0,1000000000.00,0.000000
375.0,-1750.0,2102.4,0,1000000000.00,0.000000
400.0,-1750.0,2089.1,0,1000000000.00,0.000000
425.0,-1750.0,2076.0,0,1000000000.00,0.000000
450.0,-1750.0,2063.2,0,1000000000.00,0.000000
475.0,-1750.0,2050.6,0,1000000000.00,0.000000
500.0,-1750.0,2038.2,0,1000000000.00,0.000000
525.0,-1750.0,2026.1,0,1000000000.00,0.000000
550.0,-1750.0,2014.2,0,1000000000.00,0.000000
575.0,-1750.0,2002.5,0,1000000000.00,0.000000
600.0,-1750.0,1991.1,0,1000000000.00,0.000000
625.0,-1750.0,1979.9,0,1000000000.00,0.000000
650.0,-1750.0,1969.0,0,1000000000.00,0.000000
675.0,-1750.0,1958.3,0,1000000000.00,0.000000
700.0,-1750.0,1947.9,0,1000000000.00,0.000000
725.0,-1750.0,1937.8,0,1000000000.00,0.000000
750.0,-1750.0,1927.9,0,1000000000.00,0.000000
775.0,-1750.0,1918.4,0,1000000000.00,0.000000
800.0,-1750.0,1922.2,0,1000000000.00,0.000000
825.0,-1750.0,1932.7,0,1000000000.00,0.000000
850.0,-1750.0,1943.4,0,1000000000.00,0.000000
875.0,-1750.0,1954.4,0,1000000000.00,0.000000
900.0,-1750.0,1965.7,0,1000000000.00,0.000000
925.0,-1750.0,1977.2,0,1000000000.00,0.000000
950.0,-1750.0,1988.9,0,1000000000.00,0.000000
975.0,-1750.0,2000.9,0,1000000000.00,0.000000
1000.0,-1750.0,2013.2,0,1000000000.00,0.000000
1025.0,-1750.0,2025.6,0,1000000000.00,0.000000
1050.0,-1750.0,2038.3,0,1000000000.00,0.000000
1075.0,-1750.0,2051.3,0,1000000000.00,0.000000
1100.0,-1750.0,2064.4,0,1000000000.00,0.000000
1125.0,-1750.0,2077.8,0,1000000000.00,0.000000
1150.0,-1750.0,2091.4,0,1000000000.00,0.000000
1175.0,-1750.0,2105.2,0,1000000000.00,0.000000
1200.0,-1750.0,2119.2,0,1000000000.00,0.000000
1225.0,-1750.0,2133.4,0,1000000000.00,0.000000
1250.0,-1750.0,2147.8,0,1000000000.00,0.000000
1275.0,-1750.0,2162.3,0,1000000000.00,0.000000
1300.0,-1750.0,2177.1,0,1000000000.00,0.000000
1325.0,-1750.0,2192.1,0,1000000000.00,0.000000
1350.0,-1750.0,2207.2,0,1000000000.00,0.000000
1375.0,-1750.0,2222.5,0,1000000000.00,0.000000
1400.0,-1750.0,2238.0,0,1000000000.00,0.000000
1425.0,-1750.0,2253.7,0,1000000000.00,0.000000
1450.0,-1750.0,2269.5,0,1000000000.00,0.000000
1475.0,-1750.0,2285.5,0,1000000000.00,0.000000
1500.0,-1750.0,2301.7,0,1000000000.00,0.000000
1525.0,-1750.0,2318.0,0,1000000000.00,0.000000
1550.0,-1750.0,2334.5,0,1000000000.00,0.000000
1575.0,-1750.0,2351.1,0,1000000000.00,0.000000
1600.0,-1750.0,2367.9,0,1000000000.00,0.000000
1625.0,-1750.0,2384.8,0,1000000000.00,0.000000
1650.0,-1750.0,2401.8,0,1000000000.00,0.000000
1675.0,-1750.0,2419.0,0,1000000000.00,0.000000
1700.0,-1750.0,2436.4,0,1000000000.00,0.000000
1725.0,-1750.0,2453.8,0,1000000000.00,0.000000
1750.0,-1750.0,2471.4,0,1000000000.00,0.000000
1775.0,-1750.0,2489.1,0,1000000000.00,0.000000
1800.0,-1750.0,2507.0,0,1000000000.00,0.000000
-1800.0,-1725.0,3735.7,0,1000000000.00,0.000000
-1775.0,-1725.0,3713.6,0,1000000000.00,0.000000
-1750.0,-1725.0,3691.6,0,1000000000.00,0.000000
-1725.0,-1725.0,3669.6,0,1000000000.00,0.000000
-1700.0,-1725.0,3647.6,0,1000000000.00,0.000000
-1675.0,-1725.0,3625.7,0,1000000000.00,0.000000
-1650.0,-1725.0,3603.8,0,1000000000.00,0.000000
-1625.0,-1725.0,3582.0,0,1000000000.00,0.000000
-1600.0,-1725.0,3560.2,0,1000000000.00,0.000000
-1575.0,-1725.0,3538.5,0,1000000000.00,0.000000
-1550.0,-1725.0,3516.8,0,1000000000.00,0.000000
-1525.0,-1725.0,3495.1,0,1000000000.00,0.000000
-1500.0,-1725.0,3473.5,0,1000000000.00,0.000000
-1475.0,-1725.0,3451.9,0,1000000000.00,0.000000
-1450.0,-1725.0,3430.4,0,1000000000.00,0.000000
-1425.0,-1725.0,3408.9,0,1000000000.00,0.000000
-1400.0,-1725.0,3387.5,0,1000000000.00,0.000000
-1375.0,-1725.0,3366.1,0,1000000000.00,0.000000
-1350.0,-1725.0,3344.8,0,1000000000.00,0.000000
-1325.0,-1725.0,3323.5,0,1000000000.00,0.000000
-1300.0,-1725.0,3302.3,0,1000000000.00,0.000000
-1275.0,-1725.0,3281.2,0,1000000000.00,0.000000
-1250.0,-1725.0,3260.0,0,1000000000.00,0.000000
-1225.0,-1725.0,3239.0,0,1000000000.00,0.000000
-1200.0,-1725.0,3218.0,0,1000000000.00,0.000000
-1175.0,-1725.0,3197.0,0,1000000000.00,0.000000
-1150.0,-1725.0,3176.1,0,1000000000.00,0.000000
-1125.0,-1725.0,3155.3,0,1000000000.00,0.000000
-1100.0,-1725.0,3134.6,0,1000000000.00,0.000000
