seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
79,measure,survey,978.99,85.42,9,no_signal,,1169.275,3451.37
80,measure,survey,978.99,85.42,11,no_signal,,1175.275,3451.37
81,measure,survey,978.99,85.42,12,no_signal,,1181.275,3451.37
82,measure,survey,978.99,85.42,14,no_signal,,1187.275,3451.37
83,measure,survey,978.99,85.42,15,no_signal,,1193.275,3451.37
84,measure,survey,978.99,85.42,17,no_signal,,1199.275,3451.37
85,measure,survey,978.99,85.42,18,no_signal,,1205.275,3451.37
86,measure,survey,978.99,85.42,20,no_signal,,1211.275,3451.37
87,clear,survey-clear,496.47,449.24,3,success,,1337.137,4055.69
88,measure,survey-clear,573.27,805.76,4,direction,81.61,1416.076,4420.38
89,measure,survey-clear,573.27,805.76,5,no_signal,,1422.076,4420.38
90,measure,survey-clear,573.27,805.76,7,no_signal,,1428.076,4420.38
91,measure,survey-clear,573.27,805.76,8,no_signal,,1434.076,4420.38
92,measure,survey-clear,573.27,805.76,9,no_signal,,1440.076,4420.38
93,measure,survey-clear,573.27,805.76,11,no_signal,,1446.076,4420.38
94,measure,survey-clear,573.27,805.76,12,no_signal,,1452.076,4420.38
95,measure,survey-clear,573.27,805.76,14,no_signal,,1458.076,4420.38
96,measure,survey-clear,573.27,805.76,15,no_signal,,1464.076,4420.38
97,measure,survey-clear,573.27,805.76,17,no_signal,,1470.076,4420.38
98,measure,survey-clear,573.27,805.76,18,direction,144.66,1476.076,4420.38
99,measure,survey-clear,573.27,805.76,20,no_signal,,1482.076,4420.38
100,measure,survey-clear,-232.51,947.55,1,direction,189.22,1651.709,5238.55
101,measure,survey-clear,-232.51,947.55,4,direction,29.21,1657.709,5238.55
102,measure,survey-clear,-232.51,947.55,5,direction,174.93,1663.709,5238.55
103,measure,survey-clear,-232.51,947.55,7,no_signal,,1669.709,5238.55
104,measure,survey-clear,-232.51,947.55,8,no_signal,,1675.709,5238.55
105,measure,survey-clear,-232.51,947.55,9,direction,196.03,1681.709,5238.55
106,measure,survey-clear,-232.51,947.55,10,no_signal,,1687.709,5238.55
107,measure,survey-clear,-232.51,947.55,11,no_signal,,1693.709,5238.55
108,measure,survey-clear,-232.51,947.55,12,no_signal,,1699.709,5238.55
109,measure,survey-clear,-232.51,947.55,14,no_signal,,1705.709,5238.55
110,measure,survey-clear,-232.51,947.55,15,no_signal,,1711.709,5238.55
111,measure,survey-clear,-232.51,947.55,17,no_signal,,1717.709,5238.55
112,measure,survey-clear,-232.51,947.55,18,direction,103.12,1723.709,5238.55
113,measure,survey-clear,-232.51,947.55,20,no_signal,,1729.709,5238.55
114,clear,survey-clear,-1089.90,808.77,1,success,,1908.418,6107.09
115,clear,survey-clear,-527.93,307.04,19,success,,2064.088,6860.44
116,measure,survey-clear,-1166.83,423.92,5,direction,72.55,2199.989,7509.95
117,measure,survey-clear,-1166.83,423.92,7,no_signal,,2205.989,7509.95
118,measure,survey-clear,-1166.83,423.92,8,no_signal,,2211.989,7509.95
119,measure,survey-clear,-1166.83,423.92,9,direction,123.79,2217.989,7509.95
120,measure,survey-clear,-1166.83,423.92,10,direction,193.51,2223.989,7509.95
121,measure,survey-clear,-1166.83,423.92,11,no_signal,,2229.989,7509.95
122,measure,survey-clear,-1166.83,423.92,12,no_signal,,2235.989,7509.95
123,measure,survey-clear,-1166.83,423.92,14,no_signal,,2241.989,7509.95
124,measure,survey-clear,-1166.83,423.92,15,no_signal,,2247.989,7509.95
125,measure,survey-clear,-1166.83,423.92,16,direction,255.73,2253.989,7509.95
126,measure,survey-clear,-1166.83,423.92,17,no_signal,,2259.989,7509.95
127,measure,survey-clear,-1166.83,423.92,18,direction,51.35,2265.989,7509.95
128,measure,survey-clear,-1166.83,423.92,20,no_signal,,2271.989,7509.95
129,clear,survey-clear,-1326.04,-203.00,16,success,,2406.353,8156.76
130,clear,survey-clear,-1285.98,395.66,10,success,,2531.352,8756.76
131,clear,survey-clear,-1310.56,638.01,9,success,,2585.071,9000.36
132,clear,survey-clear,-981.15,1013.72,5,success,,2690.006,9500.03
133,clear,survey-clear,-342.30,1455.46,18,success,,2850.344,10276.72
134,clear,survey-clear,669.18,1452.26,4,success,,3057.642,11288.21
135,clear,survey-clear,414.52,168.45,6,success,,3324.405,12597.02
136,clear,survey-clear,242.76,-293.79,2,success,,3428.031,13090.15
137,clear,survey-clear,-504.21,-1513.07,13,success,,3719.009,14520.05
