seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
104,clear,survey-clear,34.50,990.81,18,success,,2349.737,8648.69
105,measure,survey-clear,-352.06,1147.20,8,direction,39.17,2439.135,9065.68
106,measure,survey-clear,-352.06,1147.20,11,no_signal,,2445.135,9065.68
107,measure,survey-clear,-352.06,1147.20,12,direction,146.73,2451.135,9065.68
108,measure,survey-clear,-352.06,1147.20,15,no_signal,,2457.135,9065.68
109,measure,survey-clear,-352.06,1147.20,17,no_signal,,2463.135,9065.68
110,measure,survey-clear,-352.06,1147.20,19,no_signal,,2469.135,9065.68
111,clear,survey-clear,-309.82,549.41,13,success,,2593.991,9664.95
112,measure,refine,-1007.70,1251.26,12,direction,353.45,2797.943,10654.71
113,measure,refine,-511.52,1075.63,12,direction,39.50,2908.211,11181.06
114,clear,refine,-392.52,1173.68,12,success,,2944.049,11335.25
115,clear,refine,287.72,1668.83,8,success,,3117.323,12176.62
116,clear,refine,1419.49,943.18,4,success,,3391.209,13521.05
117,clear,refine,1184.56,500.57,3,success,,3496.428,14022.14
118,clear,refine,1570.77,322.22,20,success,,3586.507,14447.53
119,clear,refine,1244.98,-1251.66,10,success,,3912.956,16054.78
120,clear,refine,644.20,-1221.94,6,success,,4038.260,16656.30
121,clear,refine,329.73,-1439.28,5,success,,4119.714,17038.57
122,clear,refine,-430.03,-1454.50,7,success,,4276.697,17798.48
