seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
40,clear,survey-clear,-400.84,-865.17,20,success,,536.685,1463.42
41,measure,survey-clear,-45.99,-980.77,1,no_signal,,617.325,1836.62
42,measure,survey-clear,-45.99,-980.77,2,direction,280.55,623.325,1836.62
43,measure,survey-clear,-45.99,-980.77,3,no_signal,,629.325,1836.62
44,measure,survey-clear,-45.99,-980.77,4,direction,329.25,635.325,1836.62
45,measure,survey-clear,-45.99,-980.77,5,no_signal,,641.325,1836.62
46,measure,survey-clear,-45.99,-980.77,6,direction,352.14,647.325,1836.62
47,measure,survey-clear,-45.99,-980.77,7,no_signal,,653.325,1836.62
48,measure,survey-clear,-45.99,-980.77,8,no_signal,,659.325,1836.62
49,measure,survey-clear,-45.99,-980.77,9,direction,17.72,665.325,1836.62
50,measure,survey-clear,-45.99,-980.77,12,direction,139.32,671.325,1836.62
51,measure,survey-clear,-45.99,-980.77,13,no_signal,,677.325,1836.62
52,measure,survey-clear,-45.99,-980.77,14,no_signal,,683.325,1836.62
53,measure,survey-clear,-45.99,-980.77,15,direction,344.98,689.325,1836.62
54,measure,survey-clear,-45.99,-980.77,16,no_signal,,695.325,1836.62
55,measure,survey-clear,-45.99,-980.77,17,no_signal,,701.325,1836.62
56,measure,survey-clear,-45.99,-980.77,18,no_signal,,707.325,1836.62
57,measure,survey-clear,-45.99,-980.77,19,no_signal,,713.325,1836.62
58,measure,survey-clear,705.09,-675.58,2,direction,230.70,881.469,2647.34
59,measure,survey-clear,705.09,-675.58,3,no_signal,,887.469,2647.34
60,measure,survey-clear,705.09,-675.58,4,direction,276.28,893.469,2647.34
61,measure,survey-clear,705.09,-675.58,5,no_signal,,899.469,2647.34
62,measure,survey-clear,705.09,-675.58,6,direction,256.18,905.469,2647.34
63,measure,survey-clear,705.09,-675.58,7,no_signal,,911.469,2647.34
64,measure,survey-clear,705.09,-675.58,8,direction,34.34,917.469,2647.34
65,measure,survey-clear,705.09,-675.58,9,direction,6.83,923.469,2647.34
66,measure,survey-clear,705.09,-675.58,13,no_signal,,929.469,2647.34
67,measure,survey-clear,705.09,-675.58,14,no_signal,,935.469,2647.34
68,measure,survey-clear,705.09,-675.58,15,direction,268.02,941.469,2647.34
69,measure,survey-clear,705.09,-675.58,16,no_signal,,947.469,2647.34
70,measure,survey-clear,705.09,-675.58,17,no_signal,,953.469,2647.34
71,measure,survey-clear,705.09,-675.58,19,no_signal,,959.469,2647.34
72,clear,survey-clear,1305.26,-266.50,8,no_target_in_range,,1107.734,3373.67
73,clear,survey-clear,1062.41,-633.55,9,no_target_in_range,,1198.757,3813.78
74,measure,survey-clear,978.70,88.70,3,direction,68.91,1350.173,4540.86
75,measure,survey-clear,978.70,88.70,5,no_signal,,1356.173,4540.86
76,measure,survey-clear,978.70,88.70,7,no_signal,,1362.173,4540.86
77,measure,survey-clear,978.70,88.70,8,direction,314.89,1368.173,4540.86
78,measure,survey-clear,978.70,88.70,13,no_signal,,1374.173,4540.86
79,measure,survey-clear,978.70,88.70,14,no_signal,,1380.173,4540.86
80,measure,survey-clear,978.70,88.70,16,no_signal,,1386.173,4540.86
81,measure,survey-clear,978.70,88.70,17,no_signal,,1392.173,4540.86
82,measure,survey-clear,978.70,88.70,19,no_signal,,1398.173,4540.86
83,measure,survey-clear,570.57,807.68,1,no_signal,,1569.521,5367.60
84,measure,survey-clear,570.57,807.68,3,direction,7.92,1575.521,5367.60
85,measure,survey-clear,570.57,807.68,5,no_signal,,1581.521,5367.60
86,measure,survey-clear,570.57,807.68,7,no_signal,,1587.521,5367.60
87,measure,survey-clear,570.57,807.68,10,no_signal,,1593.521,5367.60
88,measure,survey-clear,570.57,807.68,13,no_signal,,1599.521,5367.60
89,measure,survey-clear,570.57,807.68,14,no_signal,,1605.521,5367.60
90,measure,survey-clear,570.57,807.68,16,direction,103.29,1611.521,5367.60
91,measure,survey-clear,570.57,807.68,17,no_signal,,1617.521,5367.60
92,measure,survey-clear,570.57,807.68,19,no_signal,,1623.521,5367.60
93,measure,survey-clear,-235.68,946.76,1,direction,209.38,1793.153,6185.77
94,measure,survey-clear,-235.68,946.76,5,no_signal,,1799.153,6185.77
95,measure,survey-clear,-235.68,946.76,7,no_signal,,1805.153,6185.77
96,measure,survey-clear,-235.68,946.76,10,direction,225.53,1811.153,6185.77
97,measure,survey-clear,-235.68,946.76,13,no_signal,,1817.153,6185.77
98,measure,survey-clear,-235.68,946.76,14,direction,174.41,1823.153,6185.77
99,measure,survey-clear,-235.68,946.76,16,direction,18.70,1829.153,6185.77
100,measure,survey-clear,-235.68,946.76,17,no_signal,,1835.153,6185.77
101,measure,survey-clear,-235.68,946.76,19,direction,176.97,1841.153,6185.77
102,clear,survey-clear,-887.20,580.50,1,success,,1995.636,6933.18
103,clear,survey-clear,-782.78,383.82,10,success,,2045.173,7155.86
104,measure,survey-clear,-1168.24,420.01,5,no_signal,,2128.605,7543.03
105,measure,survey-clear,-1168.24,420.01,7,no_signal,,2134.605,7543.03
106,measure,survey-clear,-1168.24,420.01,13,no_signal,,2140.605,7543.03
107,measure,survey-clear,-1168.24,420.01,14,direction,83.54,2146.605,7543.03
108,measure,survey-clear,-1168.24,420.01,17,no_signal,,2152.605,7543.03
109,measure,survey-clear,-1168.24,420.01,18,direction,259.90,2158.605,7543.03
110,measure,survey-clear,-1168.24,420.01,19,direction,71.44,2164.605,7543.03
111,clear,survey-clear,-1099.07,1031.29,14,success,,2292.641,8158.21
112,clear,survey-clear,-977.97,985.80,19,success,,2323.512,8287.56
113,clear,survey-clear,-607.33,-1.95,11,success,,2539.514,9342.57
114,clear,survey-clear,-1333.76,-508.30,18,success,,2721.612,10228.06
115,clear,survey-clear,-613.92,-492.80,12,success,,2870.614,10948.07
116,clear,survey-clear,44.32,-1483.53,2,success,,3113.508,12137.54
117,clear,survey-clear,794.32,-1481.33,4,success,,3268.510,12887.55
118,clear,survey-clear,688.00,-1177.93,15,success,,3337.807,13209.03
119,clear,survey-clear,607.63,-1070.85,6,success,,3369.583,13342.91
120,clear,survey-clear,1062.41,-633.55,9,no_target_in_range,,3498.766,13973.83
121,measure,refine,1062.41,-633.55,9,direction,7.10,3504.766,13973.83
122,clear,refine,1080.13,-631.66,9,success,,3513.330,13991.65
123,clear,refine,1321.29,-254.84,8,success,,3607.805,14439.03
124,clear,refine,1295.48,908.96,3,success,,3845.623,15603.11
125,clear,refine,480.66,1189.38,16,success,,4022.967,16464.84
