seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
45,measure,survey,904.90,381.03,6,no_signal,,640.775,1828.88
46,measure,survey,904.90,381.03,7,no_signal,,646.775,1828.88
47,measure,survey,904.90,381.03,8,no_signal,,652.775,1828.88
48,measure,survey,904.90,381.03,9,no_signal,,658.775,1828.88
49,measure,survey,904.90,381.03,10,no_signal,,664.775,1828.88
50,measure,survey,904.90,381.03,11,no_signal,,670.775,1828.88
51,measure,survey,904.90,381.03,13,direction,154.98,676.775,1828.88
52,measure,survey,904.90,381.03,15,direction,273.23,682.775,1828.88
53,measure,survey,904.90,381.03,16,no_signal,,688.775,1828.88
54,measure,survey,904.90,381.03,17,direction,294.91,694.775,1828.88
55,measure,survey,904.90,381.03,18,no_signal,,700.775,1828.88
56,measure,survey,904.90,381.03,19,no_signal,,706.775,1828.88
57,measure,survey,904.90,381.03,20,no_signal,,712.775,1828.88
58,clear,survey-clear,380.59,758.56,3,success,,846.993,2474.97
59,measure,survey-clear,305.90,927.36,2,direction,43.02,889.909,2659.54
60,measure,survey-clear,305.90,927.36,4,direction,178.32,895.909,2659.54
61,measure,survey-clear,305.90,927.36,6,no_signal,,901.909,2659.54
62,measure,survey-clear,305.90,927.36,7,no_signal,,907.909,2659.54
63,measure,survey-clear,305.90,927.36,8,no_signal,,913.909,2659.54
64,measure,survey-clear,305.90,927.36,9,no_signal,,919.909,2659.54
65,measure,survey-clear,305.90,927.36,10,no_signal,,925.909,2659.54
66,measure,survey-clear,305.90,927.36,11,no_signal,,931.909,2659.54
67,measure,survey-clear,305.90,927.36,13,direction,187.46,937.909,2659.54
68,measure,survey-clear,305.90,927.36,16,no_signal,,943.909,2659.54
69,measure,survey-clear,305.90,927.36,18,no_signal,,949.909,2659.54
70,measure,survey-clear,305.90,927.36,20,no_signal,,955.909,2659.54
71,clear,survey-clear,-173.76,864.83,13,success,,1057.653,3143.27
72,measure,survey-clear,-501.69,845.00,2,no_signal,,1129.358,3471.79
73,measure,survey-clear,-501.69,845.00,4,direction,157.01,1135.358,3471.79
74,measure,survey-clear,-501.69,845.00,6,direction,238.99,1141.358,3471.79
75,measure,survey-clear,-501.69,845.00,7,no_signal,,1147.358,3471.79
76,measure,survey-clear,-501.69,845.00,8,no_signal,,1153.358,3471.79
77,measure,survey-clear,-501.69,845.00,9,no_signal,,1159.358,3471.79
78,measure,survey-clear,-501.69,845.00,10,no_signal,,1165.358,3471.79
79,measure,survey-clear,-501.69,845.00,11,direction,195.62,1171.358,3471.79
80,measure,survey-clear,-501.69,845.00,16,no_signal,,1177.358,3471.79
81,measure,survey-clear,-501.69,845.00,18,no_signal,,1183.358,3471.79
82,measure,survey-clear,-501.69,845.00,20,no_signal,,1189.358,3471.79
83,clear,survey-clear,-776.10,960.19,4,no_target_in_range,,1251.878,3769.39
84,measure,survey-clear,-974.69,166.94,4,direction,77.27,1421.424,4587.12
85,measure,survey-clear,-974.69,166.94,6,direction,246.84,1427.424,4587.12
86,measure,survey-clear,-974.69,166.94,7,no_signal,,1433.424,4587.12
87,measure,survey-clear,-974.69,166.94,8,no_signal,,1439.424,4587.12
88,measure,survey-clear,-974.69,166.94,9,no_signal,,1445.424,4587.12
89,measure,survey-clear,-974.69,166.94,10,direction,276.20,1451.424,4587.12
90,measure,survey-clear,-974.69,166.94,11,direction,146.74,1457.424,4587.12
91,measure,survey-clear,-974.69,166.94,16,direction,238.51,1463.424,4587.12
92,measure,survey-clear,-974.69,166.94,18,no_signal,,1469.424,4587.12
93,measure,survey-clear,-974.69,166.94,20,direction,176.91,1475.424,4587.12
94,clear,survey-clear,-1124.62,-182.31,6,success,,1556.438,4967.19
95,clear,survey-clear,-892.18,-597.11,10,success,,1656.535,5442.68
96,measure,survey-clear,-752.86,-620.57,7,no_signal,,1690.793,5583.96
97,measure,survey-clear,-752.86,-620.57,8,no_signal,,1696.793,5583.96
98,measure,survey-clear,-752.86,-620.57,9,no_signal,,1702.793,5583.96
99,measure,survey-clear,-752.86,-620.57,11,direction,123.71,1708.793,5583.96
100,measure,survey-clear,-752.86,-620.57,12,direction,324.29,1714.793,5583.96
101,measure,survey-clear,-752.86,-620.57,14,direction,331.70,1720.793,5583.96
102,measure,survey-clear,-752.86,-620.57,16,direction,172.52,1726.793,5583.96
103,measure,survey-clear,-752.86,-620.57,18,no_signal,,1732.793,5583.96
104,measure,survey-clear,-752.86,-620.57,20,direction,134.85,1738.793,5583.96
105,clear,survey-clear,-86.91,-1098.93,12,success,,1907.782,6403.91
106,measure,survey-clear,124.27,-1235.22,1,no_signal,,1964.050,6655.25
107,measure,survey-clear,124.27,-1235.22,7,no_signal,,1970.050,6655.25
108,measure,survey-clear,124.27,-1235.22,8,no_signal,,1976.050,6655.25
109,measure,survey-clear,124.27,-1235.22,9,no_signal,,1982.050,6655.25
110,measure,survey-clear,124.27,-1235.22,15,direction,32.42,1988.050,6655.25
111,measure,survey-clear,124.27,-1235.22,17,direction,30.27,1994.050,6655.25
112,measure,survey-clear,124.27,-1235.22,18,no_signal,,2000.050,6655.25
113,measure,survey-clear,124.27,-1235.22,19,direction,6.14,2006.050,6655.25
114,clear,survey-clear,353.99,-1218.59,14,success,,2057.113,6885.57
115,clear,survey-clear,1149.47,-1125.25,19,success,,2222.302,7686.51
116,measure,refine,1064.13,-1113.19,1,direction,25.71,2245.541,7772.70
117,clear,refine,1419.22,-942.54,1,success,,2329.334,8166.67
118,clear,refine,983.29,-684.46,15,success,,2435.652,8673.26
119,clear,refine,1327.11,-527.41,17,success,,2516.251,9051.26
120,clear,refine,1318.75,-43.84,5,success,,2617.980,9534.90
121,clear,refine,845.25,1431.49,2,success,,2932.870,11084.35
122,clear,refine,-793.71,968.68,4,success,,3278.480,12787.40
123,clear,refine,-1548.49,552.72,11,success,,3455.842,13649.21
124,clear,refine,-1569.88,199.80,20,no_target_in_range,,3529.557,14002.78
125,measure,refine,-1569.88,199.80,20,direction,354.10,3535.557,14002.78
126,clear,refine,-1553.51,197.82,20,success,,3543.855,14019.28
127,clear,refine,-1405.24,-535.29,16,success,,3698.445,14767.22
