seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
45,measure,survey-clear,806.79,590.84,3,no_signal,,669.523,1997.61
46,measure,survey-clear,806.79,590.84,4,no_signal,,675.523,1997.61
47,measure,survey-clear,806.79,590.84,5,no_signal,,681.523,1997.61
48,measure,survey-clear,806.79,590.84,6,no_signal,,687.523,1997.61
49,measure,survey-clear,806.79,590.84,7,no_signal,,693.523,1997.61
50,measure,survey-clear,806.79,590.84,8,no_signal,,699.523,1997.61
51,measure,survey-clear,806.79,590.84,9,direction,41.26,705.523,1997.61
52,measure,survey-clear,806.79,590.84,11,no_signal,,711.523,1997.61
53,measure,survey-clear,806.79,590.84,12,direction,272.00,717.523,1997.61
54,measure,survey-clear,806.79,590.84,13,no_signal,,723.523,1997.61
55,measure,survey-clear,806.79,590.84,14,no_signal,,729.523,1997.61
56,measure,survey-clear,806.79,590.84,15,no_signal,,735.523,1997.61
57,measure,survey-clear,806.79,590.84,16,no_signal,,741.523,1997.61
58,measure,survey-clear,806.79,590.84,19,no_signal,,747.523,1997.61
59,measure,survey-clear,806.79,590.84,20,no_signal,,753.523,1997.61
60,measure,survey-clear,964.96,-262.39,1,no_signal,,933.076,2865.38
61,measure,survey-clear,964.96,-262.39,2,no_signal,,939.076,2865.38
62,measure,survey-clear,964.96,-262.39,3,no_signal,,945.076,2865.38
63,measure,survey-clear,964.96,-262.39,5,direction,246.52,951.076,2865.38
64,measure,survey-clear,964.96,-262.39,6,no_signal,,957.076,2865.38
65,measure,survey-clear,964.96,-262.39,7,no_signal,,963.076,2865.38
66,measure,survey-clear,964.96,-262.39,8,no_signal,,969.076,2865.38
67,measure,survey-clear,964.96,-262.39,9,direction,82.71,975.076,2865.38
68,measure,survey-clear,964.96,-262.39,12,direction,254.39,981.076,2865.38
69,measure,survey-clear,964.96,-262.39,13,no_signal,,987.076,2865.38
70,measure,survey-clear,964.96,-262.39,14,no_signal,,993.076,2865.38
71,measure,survey-clear,964.96,-262.39,15,no_signal,,999.076,2865.38
72,measure,survey-clear,964.96,-262.39,19,no_signal,,1005.076,2865.38
73,measure,survey-clear,964.96,-262.39,20,no_signal,,1011.076,2865.38
74,clear,survey-clear,846.08,-661.56,12,success,,1099.375,3281.87
75,measure,survey-clear,396.50,-918.04,1,no_signal,,1208.895,3799.47
76,measure,survey-clear,396.50,-918.04,2,no_signal,,1214.895,3799.47
77,measure,survey-clear,396.50,-918.04,3,direction,240.42,1220.895,3799.47
78,measure,survey-clear,396.50,-918.04,5,direction,271.78,1226.895,3799.47
79,measure,survey-clear,396.50,-918.04,6,no_signal,,1232.895,3799.47
80,measure,survey-clear,396.50,-918.04,7,no_signal,,1238.895,3799.47
81,measure,survey-clear,396.50,-918.04,8,no_signal,,1244.895,3799.47
82,measure,survey-clear,396.50,-918.04,11,no_signal,,1250.895,3799.47
83,measure,survey-clear,396.50,-918.04,13,no_signal,,1256.895,3799.47
84,measure,survey-clear,396.50,-918.04,14,no_signal,,1262.895,3799.47
85,measure,survey-clear,396.50,-918.04,15,no_signal,,1268.895,3799.47
86,measure,survey-clear,396.50,-918.04,19,direction,202.58,1274.895,3799.47
87,measure,survey-clear,396.50,-918.04,20,direction,176.30,1280.895,3799.47
88,clear,survey-clear,-84.83,-1125.83,19,success,,1390.748,4323.74
89,clear,survey-clear,-393.87,-871.66,20,no_target_in_range,,1473.776,4723.88
90,clear,survey-clear,-408.48,-866.39,20,no_target_in_range,,1479.883,4739.41
91,clear,survey-clear,-429.87,-877.66,20,success,,1489.716,4763.58
92,measure,survey-clear,-470.54,-882.38,1,no_signal,,1503.905,4804.53
93,measure,survey-clear,-470.54,-882.38,2,no_signal,,1509.905,4804.53
94,measure,survey-clear,-470.54,-882.38,3,direction,310.20,1515.905,4804.53
95,measure,survey-clear,-470.54,-882.38,5,direction,322.97,1521.905,4804.53
96,measure,survey-clear,-470.54,-882.38,6,direction,118.83,1527.905,4804.53
97,measure,survey-clear,-470.54,-882.38,7,no_signal,,1533.905,4804.53
98,measure,survey-clear,-470.54,-882.38,8,no_signal,,1539.905,4804.53
99,measure,survey-clear,-470.54,-882.38,11,direction,98.83,1545.905,4804.53
100,measure,survey-clear,-470.54,-882.38,13,no_signal,,1551.905,4804.53
101,measure,survey-clear,-470.54,-882.38,14,no_signal,,1557.905,4804.53
102,measure,survey-clear,-470.54,-882.38,15,no_signal,,1563.905,4804.53
103,clear,survey-clear,-819.67,-248.74,6,success,,1713.597,5527.99
104,measure,survey-clear,-983.25,-182.27,1,no_signal,,1754.910,5704.55
105,measure,survey-clear,-983.25,-182.27,2,no_signal,,1760.910,5704.55
106,measure,survey-clear,-983.25,-182.27,7,no_signal,,1766.910,5704.55
107,measure,survey-clear,-983.25,-182.27,8,no_signal,,1772.910,5704.55
108,measure,survey-clear,-983.25,-182.27,13,no_signal,,1778.910,5704.55
109,measure,survey-clear,-983.25,-182.27,14,no_signal,,1784.910,5704.55
110,measure,survey-clear,-983.25,-182.27,15,no_signal,,1790.910,5704.55
111,clear,survey-clear,-619.23,73.91,11,success,,1884.936,6149.68
112,measure,survey-clear,-755.55,655.09,1,no_signal,,2010.326,6746.63
113,measure,survey-clear,-755.55,655.09,2,direction,166.21,2016.326,6746.63
114,measure,survey-clear,-755.55,655.09,4,direction,66.79,2022.326,6746.63
115,measure,survey-clear,-755.55,655.09,7,direction,143.11,2028.326,6746.63
116,measure,survey-clear,-755.55,655.09,8,no_signal,,2034.326,6746.63
117,measure,survey-clear,-755.55,655.09,13,no_signal,,2040.326,6746.63
118,measure,survey-clear,-755.55,655.09,14,no_signal,,2046.326,6746.63
119,measure,survey-clear,-755.55,655.09,15,no_signal,,2052.326,6746.63
120,measure,survey-clear,-755.55,655.09,16,no_signal,,2058.326,6746.63
121,measure,refine,-1351.18,1064.44,2,direction,267.89,2208.872,7469.36
122,clear,refine,-1360.57,803.71,2,success,,2266.053,7730.27
123,measure,refine,-1396.25,758.74,7,direction,54.49,2283.533,7787.67
124,clear,refine,-1221.05,1004.58,7,success,,2348.910,8089.55
125,clear,refine,-440.51,1376.14,4,success,,2526.803,8954.02
126,measure,refine,-338.70,1469.24,16,direction,27.10,2560.395,9091.97
127,clear,refine,63.08,1675.19,16,success,,2655.693,9543.46
128,clear,refine,1107.95,852.79,9,success,,2926.633,10873.17
129,clear,refine,-134.39,40.74,10,success,,3228.472,12357.36
130,clear,refine,60.30,-1511.03,3,success,,3546.258,13921.29
131,clear,refine,412.41,-1548.98,5,success,,3622.088,14275.44
