seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
39,measure,survey,-995.43,-4.50,20,no_signal,,438.087,995.44
40,clear,survey-clear,-423.44,-323.74,5,success,,574.095,1650.47
41,measure,survey-clear,-629.64,-753.38,1,no_signal,,675.406,2127.03
42,measure,survey-clear,-629.64,-753.38,2,no_signal,,681.406,2127.03
43,measure,survey-clear,-629.64,-753.38,3,no_signal,,687.406,2127.03
44,measure,survey-clear,-629.64,-753.38,4,no_signal,,693.406,2127.03
45,measure,survey-clear,-629.64,-753.38,6,no_signal,,699.406,2127.03
46,measure,survey-clear,-629.64,-753.38,7,no_signal,,705.406,2127.03
47,measure,survey-clear,-629.64,-753.38,8,no_signal,,711.406,2127.03
48,measure,survey-clear,-629.64,-753.38,9,direction,26.17,717.406,2127.03
49,measure,survey-clear,-629.64,-753.38,11,no_signal,,723.406,2127.03
50,measure,survey-clear,-629.64,-753.38,12,no_signal,,729.406,2127.03
51,measure,survey-clear,-629.64,-753.38,13,no_signal,,735.406,2127.03
52,measure,survey-clear,-629.64,-753.38,14,no_signal,,741.406,2127.03
53,measure,survey-clear,-629.64,-753.38,15,no_signal,,747.406,2127.03
54,measure,survey-clear,-629.64,-753.38,16,no_signal,,753.406,2127.03
55,measure,survey-clear,-629.64,-753.38,17,no_signal,,759.406,2127.03
56,measure,survey-clear,-629.64,-753.38,18,no_signal,,765.406,2127.03
57,measure,survey-clear,-629.64,-753.38,19,no_signal,,771.406,2127.03
58,measure,survey-clear,-629.64,-753.38,20,no_signal,,777.406,2127.03
59,measure,survey-clear,153.13,-964.42,1,direction,306.69,945.550,2937.75
60,measure,survey-clear,153.13,-964.42,3,no_signal,,951.550,2937.75
61,measure,survey-clear,153.13,-964.42,4,direction,343.41,957.550,2937.75
62,measure,survey-clear,153.13,-964.42,6,no_signal,,963.550,2937.75
63,measure,survey-clear,153.13,-964.42,7,no_signal,,969.550,2937.75
64,measure,survey-clear,153.13,-964.42,8,no_signal,,975.550,2937.75
65,measure,survey-clear,153.13,-964.42,9,direction,66.41,981.550,2937.75
66,measure,survey-clear,153.13,-964.42,11,no_signal,,987.550,2937.75
67,measure,survey-clear,153.13,-964.42,12,no_signal,,993.550,2937.75
68,measure,survey-clear,153.13,-964.42,13,direction,4.38,999.550,2937.75
69,measure,survey-clear,153.13,-964.42,14,no_signal,,1005.550,2937.75
70,measure,survey-clear,153.13,-964.42,16,no_signal,,1011.550,2937.75
71,measure,survey-clear,153.13,-964.42,17,no_signal,,1017.550,2937.75
72,measure,survey-clear,153.13,-964.42,18,no_signal,,1023.550,2937.75
73,measure,survey-clear,153.13,-964.42,19,no_signal,,1029.550,2937.75
74,measure,survey-clear,153.13,-964.42,20,no_signal,,1035.550,2937.75
75,measure,survey-clear,833.17,-521.10,1,direction,254.71,1203.906,3749.53
76,measure,survey-clear,833.17,-521.10,3,no_signal,,1209.906,3749.53
77,measure,survey-clear,833.17,-521.10,4,direction,277.47,1215.906,3749.53
78,measure,survey-clear,833.17,-521.10,6,no_signal,,1221.906,3749.53
79,measure,survey-clear,833.17,-521.10,7,no_signal,,1227.906,3749.53
80,measure,survey-clear,833.17,-521.10,8,no_signal,,1233.906,3749.53
81,measure,survey-clear,833.17,-521.10,11,no_signal,,1239.906,3749.53
82,measure,survey-clear,833.17,-521.10,12,no_signal,,1245.906,3749.53
83,measure,survey-clear,833.17,-521.10,13,direction,292.06,1251.906,3749.53
84,measure,survey-clear,833.17,-521.10,14,no_signal,,1257.906,3749.53
85,measure,survey-clear,833.17,-521.10,16,no_signal,,1263.906,3749.53
86,measure,survey-clear,833.17,-521.10,17,no_signal,,1269.906,3749.53
87,measure,survey-clear,833.17,-521.10,18,no_signal,,1275.906,3749.53
88,measure,survey-clear,833.17,-521.10,19,no_signal,,1281.906,3749.53
89,measure,survey-clear,833.17,-521.10,20,no_signal,,1287.906,3749.53
90,clear,survey-clear,485.91,-202.78,9,success,,1387.122,4220.61
91,measure,survey-clear,942.81,298.33,2,direction,160.80,1528.751,4898.76
92,measure,survey-clear,942.81,298.33,3,no_signal,,1534.751,4898.76
93,measure,survey-clear,942.81,298.33,4,no_signal,,1540.751,4898.76
94,measure,survey-clear,942.81,298.33,6,no_signal,,1546.751,4898.76
95,measure,survey-clear,942.81,298.33,7,direction,114.38,1552.751,4898.76
96,measure,survey-clear,942.81,298.33,8,no_signal,,1558.751,4898.76
97,measure,survey-clear,942.81,298.33,11,no_signal,,1564.751,4898.76
98,measure,survey-clear,942.81,298.33,12,no_signal,,1570.751,4898.76
99,measure,survey-clear,942.81,298.33,14,no_signal,,1576.751,4898.76
100,measure,survey-clear,942.81,298.33,16,direction,115.69,1582.751,4898.76
101,measure,survey-clear,942.81,298.33,17,direction,12.79,1588.751,4898.76
102,measure,survey-clear,942.81,298.33,18,no_signal,,1594.751,4898.76
103,measure,survey-clear,942.81,298.33,19,no_signal,,1600.751,4898.76
104,measure,survey-clear,942.81,298.33,20,no_signal,,1606.751,4898.76
105,measure,survey-clear,384.72,896.60,3,no_signal,,1776.384,5716.92
106,measure,survey-clear,384.72,896.60,6,no_signal,,1782.384,5716.92
107,measure,survey-clear,384.72,896.60,7,direction,53.84,1788.384,5716.92
108,measure,survey-clear,384.72,896.60,8,no_signal,,1794.384,5716.92
109,measure,survey-clear,384.72,896.60,10,direction,156.40,1800.384,5716.92
110,measure,survey-clear,384.72,896.60,11,no_signal,,1806.384,5716.92
111,measure,survey-clear,384.72,896.60,12,no_signal,,1812.384,5716.92
112,measure,survey-clear,384.72,896.60,14,no_signal,,1818.384,5716.92
113,measure,survey-clear,384.72,896.60,15,no_signal,,1824.384,5716.92
114,measure,survey-clear,384.72,896.60,16,direction,20.79,1830.384,5716.92
115,measure,survey-clear,384.72,896.60,17,no_signal,,1836.384,5716.92
116,measure,survey-clear,384.72,896.60,18,no_signal,,1842.384,5716.92
117,measure,survey-clear,384.72,896.60,19,no_signal,,1848.384,5716.92
118,measure,survey-clear,384.72,896.60,20,no_signal,,1854.384,5716.92
119,clear,survey-clear,-292.50,728.68,2,success,,1998.929,6414.64
120,clear,survey-clear,-396.68,1237.47,10,success,,2107.797,6933.99
121,measure,survey-clear,-676.56,1040.90,3,no_signal,,2182.200,7276.00
122,measure,survey-clear,-676.56,1040.90,6,no_signal,,2188.200,7276.00
123,measure,survey-clear,-676.56,1040.90,7,direction,4.19,2194.200,7276.00
124,measure,survey-clear,-676.56,1040.90,8,no_signal,,2200.200,7276.00
125,measure,survey-clear,-676.56,1040.90,11,no_signal,,2206.200,7276.00
126,measure,survey-clear,-676.56,1040.90,12,no_signal,,2212.200,7276.00
127,measure,survey-clear,-676.56,1040.90,14,no_signal,,2218.200,7276.00
128,measure,survey-clear,-676.56,1040.90,15,direction,224.24,2224.200,7276.00
129,measure,survey-clear,-676.56,1040.90,18,no_signal,,2230.200,7276.00
130,measure,survey-clear,-676.56,1040.90,19,no_signal,,2236.200,7276.00
131,measure,survey-clear,-676.56,1040.90,20,no_signal,,2242.200,7276.00
132,clear,survey-clear,-1079.49,648.08,15,success,,2359.745,7838.72
133,clear,survey-clear,563.06,1136.77,7,success,,2707.487,9552.43
134,clear,survey-clear,613.28,983.13,16,success,,2744.815,9714.07
135,measure,refine,1413.18,810.08,17,direction,288.46,2914.495,10532.47
136,clear,refine,1539.08,433.55,17,success,,2998.898,10929.49
137,clear,refine,987.35,-900.74,13,success,,3292.671,12373.35
138,clear,refine,921.73,-1193.76,4,success,,3357.726,12673.63
139,clear,refine,562.17,-1514.33,1,success,,3459.069,13155.34
