seq,kind,stage,x_m,y_m,channel,outcome,theta_deg,virtual_time_s,travel_m
98,measure,survey-clear,-247.23,-957.48,8,direction,334.54,1480.281,4446.40
99,measure,survey-clear,-247.23,-957.48,9,no_signal,,1486.281,4446.40
100,measure,survey-clear,-247.23,-957.48,10,no_signal,,1492.281,4446.40
101,measure,survey-clear,-247.23,-957.48,12,no_signal,,1498.281,4446.40
102,measure,survey-clear,-247.23,-957.48,13,no_signal,,1504.281,4446.40
103,measure,survey-clear,-247.23,-957.48,15,no_signal,,1510.281,4446.40
104,measure,survey-clear,-247.23,-957.48,17,no_signal,,1516.281,4446.40
105,measure,survey-clear,-247.23,-957.48,20,no_signal,,1522.281,4446.40
106,measure,survey-clear,555.97,-801.75,2,direction,59.40,1691.913,5264.57
107,measure,survey-clear,555.97,-801.75,3,no_signal,,1697.913,5264.57
108,measure,survey-clear,555.97,-801.75,4,no_signal,,1703.913,5264.57
109,measure,survey-clear,555.97,-801.75,5,direction,78.38,1709.913,5264.57
110,measure,survey-clear,555.97,-801.75,6,no_signal,,1715.913,5264.57
111,measure,survey-clear,555.97,-801.75,7,no_signal,,1721.913,5264.57
112,measure,survey-clear,555.97,-801.75,8,direction,283.52,1727.913,5264.57
113,measure,survey-clear,555.97,-801.75,9,no_signal,,1733.913,5264.57
114,measure,survey-clear,555.97,-801.75,10,direction,12.32,1739.913,5264.57
115,measure,survey-clear,555.97,-801.75,12,direction,33.39,1745.913,5264.57
116,measure,survey-clear,555.97,-801.75,13,no_signal,,1751.913,5264.57
117,measure,survey-clear,555.97,-801.75,14,direction,65.06,1757.913,5264.57
118,measure,survey-clear,555.97,-801.75,15,no_signal,,1763.913,5264.57
119,measure,survey-clear,555.97,-801.75,17,no_signal,,1769.913,5264.57
120,measure,survey-clear,555.97,-801.75,20,no_signal,,1775.913,5264.57
121,clear,survey-clear,1094.39,116.29,2,success,,1993.769,6328.84
122,clear,survey-clear,681.19,-191.69,5,success,,2101.839,6844.19
123,clear,survey-clear,1042.47,228.68,14,success,,2217.696,7398.48
124,measure,survey-clear,1241.27,21.36,3,no_signal,,2281.143,7685.72
125,measure,survey-clear,1241.27,21.36,4,no_signal,,2287.143,7685.72
126,measure,survey-clear,1241.27,21.36,6,no_signal,,2293.143,7685.72
127,measure,survey-clear,1241.27,21.36,7,no_signal,,2299.143,7685.72
128,measure,survey-clear,1241.27,21.36,9,no_signal,,2305.143,7685.72
129,measure,survey-clear,1241.27,21.36,10,direction,266.41,2311.143,7685.72
130,measure,survey-clear,1241.27,21.36,12,direction,282.82,2317.143,7685.72
131,measure,survey-clear,1241.27,21.36,13,no_signal,,2323.143,7685.72
132,measure,survey-clear,1241.27,21.36,15,no_signal,,2329.143,7685.72
133,measure,survey-clear,1241.27,21.36,17,no_signal,,2335.143,7685.72
134,measure,survey-clear,1241.27,21.36,20,no_signal,,2341.143,7685.72
135,clear,survey-clear,1314.42,-301.58,12,success,,2412.368,8016.84
136,clear,survey-clear,1198.18,-661.21,10,success,,2492.957,8394.79
137,clear,survey-clear,702.91,-1410.42,8,success,,2677.580,9292.90
138,clear,survey-clear,-1309.72,-286.86,19,success,,3143.582,11597.91
139,clear,survey-clear,-1394.98,696.72,11,success,,3346.036,12585.18
140,clear,survey-clear,-1423.97,772.29,18,success,,3367.224,12666.12
